TargetName,HUGOSymbol,TargetGroup,AnalyteType,Codeclass,Pooling,CorrelationToNegatives,GlobalOutliers
CACNA1A,CACNA1A,All Probes,RNA,Endogenous,01,0.949853209,0
CACNA1B,CACNA1B,All Probes;signal release from synapse;multicellular organismal response to stress,RNA,Endogenous,01,0.958384265,0
CACNA1C,CACNA1C,All Probes;eye development;limb morphogenesis;regulation of striated muscle contraction;action potential;multicellular organismal signaling;regulation of calcium ion transport into cytosol;regulation of lyase activity;cytosolic calcium ion transport,RNA,Endogenous,01,0.948796051,0
CACNA1D,CACNA1D,All Probes;positive regulation of exocytosis;action potential;regulation of potassium ion transport;multicellular organismal signaling;neuron cellular homeostasis;regulation of lyase activity,RNA,Endogenous,01,0.952878808,0
CACNA1E,CACNA1E,All Probes,RNA,Endogenous,01,,
CACNA1F,CACNA1F,All Probes;regulation of antigen receptor-mediated signaling pathway;multicellular organismal signaling;leukocyte homeostasis;detection of light stimulus,RNA,Endogenous,01,0.940140659,0
CACNA1G,CACNA1G,All Probes;positive regulation of exocytosis;multicellular organismal signaling;sodium ion transmembrane transport;action potential,RNA,Endogenous,01,0.956029946,0
CACNA1H,CACNA1H,All Probes;hormone biosynthetic process;cellular ketone metabolic process;positive regulation of exocytosis;syncytium formation;sodium ion transmembrane transport;positive regulation of reproductive process;action potential,RNA,Endogenous,01,0.973009712,0
CACNA1I,CACNA1I,All Probes;positive regulation of exocytosis;sodium ion transmembrane transport;cilium-dependent cell motility;action potential,RNA,Endogenous,01,0.933880178,0
CACNA1S,CACNA1S,All Probes;multicellular organismal signaling,RNA,Endogenous,01,0.935476484,0
CACNA2D1,CACNA2D1,All Probes;regulation of calcium ion transmembrane transporter activity;action potential;multicellular organismal signaling;import across plasma membrane;cytosolic calcium ion transport,RNA,Endogenous,01,0.952402381,0
CACNA2D2,CACNA2D2,All Probes;regulation of organ growth;multicellular organismal signaling;regulation of multicellular organism growth;muscle cell development,RNA,Endogenous,01,0.957172098,0
CACNA2D3,CACNA2D3,All Probes;multicellular organismal signaling,RNA,Endogenous,01,0.953217713,0
CACNA2D4,CACNA2D4,All Probes;multicellular organismal signaling;detection of light stimulus,RNA,Endogenous,01,0.95812043,0
CACNB1,CACNB1,All Probes;multicellular organismal signaling;regulation of calcium ion transmembrane transporter activity,RNA,Endogenous,01,0.930342481,0
CACNB2,CACNB2,All Probes;neuron cellular homeostasis;positive regulation of exocytosis;multicellular organismal signaling;regulation of calcium ion transmembrane transporter activity,RNA,Endogenous,01,0.924942955,0
CACNB3,CACNB3,All Probes;regulation of calcium ion transmembrane transporter activity;regulation of protein targeting;detection of stimulus involved in sensory perception of pain;multicellular organismal signaling;regulation of sensory perception;detection of mechanical stimulus;positive regulation of nervous system process;cytosolic calcium ion transport;negative regulation of transporter activity,RNA,Endogenous,01,0.93828459,0
CACNB4,CACNB4,All Probes;multicellular organismal signaling;regulation of calcium ion transmembrane transporter activity,RNA,Endogenous,01,0.952010785,0
CACNG1,CACNG1,All Probes;multicellular organismal signaling,RNA,Endogenous,01,0.905722615,0
CACNG2,CACNG2,All Probes;protein localization to vacuole;protein localization to synapse;lysosomal transport;positive regulation of protein localization to cell periphery;multicellular organismal signaling;receptor internalization;regulation of glutamate receptor signaling pathway;regulation of neurotransmitter receptor activity;localization within membrane,RNA,Endogenous,01,0.952799195,0
CACNG3,CACNG3,All Probes;protein localization to vacuole;protein localization to synapse;lysosomal transport;multicellular organismal signaling;receptor internalization;regulation of glutamate receptor signaling pathway;regulation of neurotransmitter receptor activity;localization within membrane,RNA,Endogenous,01,0.949999023,0
CACNG4,CACNG4,All Probes;protein localization to vacuole;protein localization to synapse;lysosomal transport;multicellular organismal signaling;receptor internalization;regulation of glutamate receptor signaling pathway;regulation of neurotransmitter receptor activity;localization within membrane,RNA,Endogenous,01,0.953790487,0
CACNG5,CACNG5,All Probes;regulation of glutamate receptor signaling pathway;multicellular organismal signaling;regulation of neurotransmitter receptor activity,RNA,Endogenous,01,0.956000962,0
CACNG6,CACNG6,All Probes;multicellular organismal signaling,RNA,Endogenous,01,0.883559213,0
CACNG7,CACNG7,All Probes;regulation of glutamate receptor signaling pathway;multicellular organismal signaling;regulation of neurotransmitter receptor activity;protein localization to synapse,RNA,Endogenous,01,0.953599312,0
CACNG8,CACNG8,All Probes;protein localization to vacuole;protein localization to synapse;lysosomal transport;multicellular organismal signaling;receptor internalization;regulation of glutamate receptor signaling pathway;regulation of neurotransmitter receptor activity;localization within membrane,RNA,Endogenous,01,0.93807053,0
CACTIN,CACTIN,All Probes;negative regulation of response to biotic stimulus;regulation of lipopolysaccharide-mediated signaling pathway;negative regulation of response to cytokine stimulus;regulation of toll-like receptor signaling pathway;negative regulation of NF-kappaB transcription factor activity,RNA,Endogenous,01,0.961592814,0
CACUL1,CACUL1,All Probes;cell cycle G1/S phase transition,RNA,Endogenous,01,0.966251019,0
CACYBP,CACYBP,All Probes;positive regulation of DNA replication;cellular response to leukemia inhibitory factor;cellular response to calcium ion;muscle cell differentiation,RNA,Endogenous,01,0.960007151,0
CAD,CAD,All Probes;glutamine family amino acid metabolic process;nucleoside triphosphate metabolic process;liver development;cellular amino acid biosynthetic process;nucleobase-containing small molecule biosynthetic process;nucleoside metabolic process;nucleoside monophosphate metabolic process;body fluid secretion;multi-multicellular organism process;peptidyl-threonine modification;pyrimidine-containing compound metabolic process,RNA,Endogenous,01,0.952295198,0
CADM1,CADM1,All Probes;leukocyte mediated immunity;adherens junction organization;cell killing;leukocyte proliferation;positive regulation of lymphocyte mediated immunity;regulation of cell killing;heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules;adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,RNA,Endogenous,01,0.813823722,0
CADM2,CADM2,All Probes;adherens junction organization,RNA,Endogenous,01,0.934845661,0
CADM3,CADM3,All Probes;heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules;adherens junction organization,RNA,Endogenous,01,0.955033248,0
CADM4,CADM4,All Probes,RNA,Endogenous,01,0.967353687,0
CADPS,CADPS,All Probes;positive regulation of exocytosis;vesicle-mediated transport in synapse;signal release from synapse,RNA,Endogenous,01,0.94797092,0
CADPS2,CADPS2,All Probes;positive regulation of exocytosis,RNA,Endogenous,01,0.931425097,0
CAGE1,CAGE1,All Probes,RNA,Endogenous,01,0.958517224,0
CALB1,CALB1,All Probes;kidney epithelium development;retina layer formation;neuron cellular homeostasis,RNA,Endogenous,01,0.149031275,0
CALB2,CALB2,All Probes;neuron cellular homeostasis,RNA,Endogenous,01,0.956876512,0
CALCA,CALCA,All Probes;negative regulation of ossification;detection of stimulus involved in sensory perception of pain;multicellular organismal response to stress;neuropeptide signaling pathway;activation of adenylate cyclase activity;regulation of smooth muscle contraction;embryo implantation;feeding behavior,RNA,Endogenous,01,0.939744855,0
CALCB,CALCB,All Probes,RNA,Endogenous,01,0.945453994,0
CALCOCO1,CALCOCO1,All Probes;intracellular steroid hormone receptor signaling pathway,RNA,Endogenous,01,0.841555721,0
CALCOCO2,CALCOCO2,All Probes;positive regulation of macroautophagy;macroautophagy,RNA,Endogenous,01,0.888038858,0
CALCR,CALCR,All Probes;negative regulation of signaling receptor activity;positive regulation of peptidyl-serine phosphorylation;regulation of calcium ion import;regulation of calcium ion transport into cytosol;activation of adenylate cyclase activity,RNA,Endogenous,01,0.945765209,0
CALCRL,CALCRL,All Probes;regulation of smooth muscle contraction;positive regulation of smooth muscle cell proliferation;receptor internalization,RNA,Endogenous,01,0.904646482,0
CALD1,CALD1,All Probes,RNA,Endogenous,01,0.642564368,0
CALHM1,CALHM1,All Probes;carbohydrate derivative transport,RNA,Endogenous,01,0.920567514,0
CALHM2,CALHM2,All Probes,RNA,Endogenous,01,0.894849597,0
CALHM3,CALHM3,All Probes,RNA,Endogenous,01,0.936657263,0
CALHM4,CALHM4,All Probes,RNA,Endogenous,01,0.961164411,0
CALHM5,CALHM5,All Probes,RNA,Endogenous,01,0.861257914,0
CALHM6,CALHM6,All Probes,RNA,Endogenous,01,0.937023816,0
CALM1,CALM1,All Probes;neural nucleus development;regulation of calcium ion transmembrane transporter activity;regulation of oxidoreductase activity;polysaccharide metabolic process;regulation of calcium-mediated signaling;regulation of striated muscle contraction;cellular carbohydrate catabolic process;inositol phosphate metabolic process;protein localization to mitochondrion;regulation of cytokinesis;regulation of calcium ion transport into cytosol;activation of adenylate cyclase activity;response to bronchodilator;regulation of rhodopsin mediated signaling pathway;positive regulation of dephosphorylation;negative regulation of transporter activity,RNA,Endogenous,01,0.811776362,0
CALM2,CALM2,All Probes;neural nucleus development;regulation of calcium ion transmembrane transporter activity;regulation of oxidoreductase activity;polysaccharide metabolic process;regulation of calcium-mediated signaling;regulation of striated muscle contraction;cellular carbohydrate catabolic process;inositol phosphate metabolic process;protein localization to mitochondrion;regulation of cytokinesis;regulation of calcium ion transport into cytosol;activation of adenylate cyclase activity;response to bronchodilator;regulation of rhodopsin mediated signaling pathway;positive regulation of dephosphorylation;negative regulation of transporter activity,RNA,Endogenous,01,0.582387937,0
CALM3,CALM3,All Probes;neural nucleus development;regulation of calcium ion transmembrane transporter activity;regulation of oxidoreductase activity;polysaccharide metabolic process;regulation of calcium-mediated signaling;regulation of striated muscle contraction;cellular carbohydrate catabolic process;inositol phosphate metabolic process;protein localization to mitochondrion;regulation of cytokinesis;regulation of calcium ion transport into cytosol;activation of adenylate cyclase activity;response to bronchodilator;regulation of rhodopsin mediated signaling pathway;positive regulation of dephosphorylation;negative regulation of transporter activity,RNA,Endogenous,01,0.9277324,0
CALML3,CALML3,All Probes,RNA,Endogenous,01,0.917843138,0
CALML4,CALML4,All Probes,RNA,Endogenous,01,0.960293612,0
CALML5,CALML5,All Probes;epidermis development,RNA,Endogenous,01,0.957763313,0
CALML6,CALML6,All Probes,RNA,Endogenous,01,0.948851437,0
CALN1,CALN1,All Probes,RNA,Endogenous,01,0.949870494,0
CALR,CALR,All Probes;regulation of intracellular steroid hormone receptor signaling pathway;cell aging;protein export from nucleus;positive regulation of leukocyte chemotaxis;ER-nucleus signaling pathway;negative regulation of cell cycle arrest;positive regulation of endothelial cell migration;intracellular steroid hormone receptor signaling pathway;organelle fusion;cortical cytoskeleton organization;regulation of phagocytosis;positive regulation of NIK/NF-kappaB signaling;muscle cell differentiation,RNA,Endogenous,01,0.905354959,0
CALR3,CALR3,All Probes,RNA,Endogenous,01,0.960903531,0
CALU,CALU,All Probes,RNA,Endogenous,01,0.922048764,0
CALY,CALY,All Probes;positive regulation of endocytosis;vesicle-mediated transport in synapse;signal transduction involved in cellular response to ammonium ion;receptor internalization,RNA,Endogenous,01,0.942756761,0
CAMK1,CAMK1,All Probes;positive regulation of peptidyl-serine phosphorylation;positive regulation of muscle cell differentiation;negative regulation of protein binding;positive regulation of nucleocytoplasmic transport;regulation of protein acetylation;regulation of dendritic spine development,RNA,Endogenous,01,0.957254252,0
CAMK1D,CAMK1D,All Probes;positive regulation of leukocyte chemotaxis;regulation of phagocytosis,RNA,Endogenous,01,0.92882795,0
CAMK1G,CAMK1G,All Probes,RNA,Endogenous,01,0.934805884,0
CAMK2A,CAMK2A,All Probes;regulation of muscle cell apoptotic process;cell cycle G1/S phase transition;regulation of membrane permeability;regulation of neuron migration;regulation of cellular response to heat;regulation of neuronal synaptic plasticity;peptidyl-threonine modification,RNA,Endogenous,01,0.961942229,0
CAMK2B,CAMK2B,All Probes;regulation of postsynapse organization;regulation of dendrite morphogenesis;regulation of neuron migration;regulation of cellular response to heat;regulation of neuronal synaptic plasticity;regulation of muscle adaptation;regulation of dendritic spine development,RNA,Endogenous,01,0.94403734,0
CAMK2D,CAMK2D,All Probes;regulation of muscle cell apoptotic process;regulation of calcium ion transmembrane transporter activity;regulation of sodium ion transport;regulation of cellular response to heat;regulation of calcium-mediated signaling;regulation of striated muscle contraction;multicellular organismal signaling;negative regulation of transporter activity;regulation of calcium ion transport into cytosol;regulation of protein deacetylation;peptidyl-threonine modification;cellular response to calcium ion;regulation of muscle adaptation;actin filament-based movement,RNA,Endogenous,01,0.961128666,0
CAMK2G,CAMK2G,All Probes;hormone transport;regulation of cellular response to heat;regulation of muscle adaptation,RNA,Endogenous,01,0.951962273,0
CAMK2N1,CAMK2N1,All Probes;negative regulation of ERK1 and ERK2 cascade;regulation of cyclin-dependent protein kinase activity,RNA,Endogenous,01,,
CAMK2N2,CAMK2N2,All Probes,RNA,Endogenous,01,0.904374855,0
CAMK4,CAMK4,All Probes;leukocyte mediated immunity;regulation of T cell differentiation in thymus;cytokine production;production of molecular mediator of immune response;myeloid leukocyte differentiation;regulation of osteoclast differentiation,RNA,Endogenous,01,0.938445268,0
CAMKK1,CAMKK1,All Probes,RNA,Endogenous,01,0.94393387,0
CAMKK2,CAMKK2,All Probes,RNA,Endogenous,01,0.961405725,0
CAMKMT,CAMKMT,All Probes;regulation of rhodopsin mediated signaling pathway;peptidyl-lysine methylation,RNA,Endogenous,01,0.95007414,0
CAMKV,CAMKV,All Probes,RNA,Endogenous,01,0.960831569,0
CAMLG,CAMLG,All Probes;negative regulation of protein modification by small protein conjugation or removal;negative regulation of cellular protein catabolic process;ERBB signaling pathway,RNA,Endogenous,01,0.963057528,0
CAMP,CAMP,All Probes;modification of morphology or physiology of other organism involved in symbiotic interaction;defense response to Gram-positive bacterium;cell killing;defense response to Gram-negative bacterium;antimicrobial humoral response,RNA,Endogenous,01,0.94481823,0
CAMSAP1,CAMSAP1,All Probes;regulation of protein depolymerization;regulation of microtubule polymerization or depolymerization;cytoplasmic microtubule organization;negative regulation of protein complex disassembly,RNA,Endogenous,01,0.965039146,0
CAMSAP2,CAMSAP2,All Probes;regulation of protein depolymerization;regulation of microtubule polymerization or depolymerization;cytoplasmic microtubule organization;negative regulation of protein complex disassembly,RNA,Endogenous,01,0.932831876,0
CAMSAP3,CAMSAP3,All Probes;microtubule anchoring;establishment of cell polarity;adherens junction organization;negative regulation of protein complex disassembly;cytoplasmic microtubule organization;regulation of protein depolymerization;regulation of cell junction assembly;negative regulation of phosphatase activity;protein transport along microtubule;regulation of microtubule polymerization or depolymerization,RNA,Endogenous,01,0.974801797,0
CAMTA1,CAMTA1,All Probes;neuromuscular process;regulation of calcium-mediated signaling;positive regulation of dephosphorylation,RNA,Endogenous,01,0.965590726,0
CAMTA2,CAMTA2,All Probes;muscle adaptation,RNA,Endogenous,01,0.951822024,0
CAND1,CAND1,All Probes;cellular transition metal ion homeostasis;iron ion homeostasis,RNA,Endogenous,01,0.931092041,0
CAND2,CAND2,All Probes,RNA,Endogenous,01,0.912810808,0
CANT1,CANT1,All Probes;glycoprotein biosynthetic process;proteoglycan metabolic process,RNA,Endogenous,01,0.955614532,0
CANX,CANX,All Probes;vesicle-mediated transport in synapse;antigen processing and presentation of exogenous peptide antigen via MHC class II,RNA,Endogenous,01,0.868302631,0
CAP1,CAP1,All Probes,RNA,Endogenous,01,0.91260169,0
CAP2,CAP2,All Probes;activation of adenylate cyclase activity,RNA,Endogenous,01,0.944326574,0
CAPG,CAPG,All Probes;extracellular matrix disassembly;negative regulation of protein polymerization;negative regulation of protein complex disassembly;regulation of protein depolymerization;positive regulation of organelle assembly,RNA,Endogenous,01,0.935940915,0
CAPN1,CAPN1,All Probes;regulation of glutamate receptor signaling pathway;extracellular matrix disassembly;regulation of neurotransmitter receptor activity;tissue remodeling,RNA,Endogenous,01,0.960616132,0
CAPN10,CAPN10,All Probes;regulation of epithelial cell apoptotic process;positive regulation of peptide hormone secretion;actin cytoskeleton reorganization,RNA,Endogenous,01,0.962408017,0
CAPN11,CAPN11,All Probes,RNA,Endogenous,01,0.965958924,0
CAPN12,CAPN12,All Probes,RNA,Endogenous,01,0.945785163,0
CAPN13,CAPN13,All Probes,RNA,Endogenous,01,0.960099255,0
CAPN14,CAPN14,All Probes,RNA,Endogenous,01,0.943525368,0
CAPN15,CAPN15,All Probes,RNA,Endogenous,01,0.932407713,0
CAPN2,CAPN2,All Probes;positive regulation of neuron death;extracellular matrix disassembly;syncytium formation;regulation of muscle cell apoptotic process;positive regulation of muscle cell differentiation;regulation of myotube differentiation;multi-multicellular organism process;regulation of phospholipid metabolic process,RNA,Endogenous,01,0.501551624,0
CAPN3,CAPN3,All Probes;cellular component assembly involved in morphogenesis;positive regulation of response to wounding;regulation of myoblast differentiation;response to osmotic stress;response to activity;regulation of calcium ion transport into cytosol;negative regulation of protein modification by small protein conjugation or removal;protein destabilization;cellular response to calcium ion,RNA,Endogenous,01,0.737177166,0
CAPN5,CAPN5,All Probes,RNA,Endogenous,01,0.966071424,0
CAPN6,CAPN6,All Probes;microtubule bundle formation,RNA,Endogenous,01,0.945169987,0
CAPN7,CAPN7,All Probes,RNA,Endogenous,01,0.945094043,0
CAPN8,CAPN8,All Probes;digestion,RNA,Endogenous,01,0.970804298,0
CAPN9,CAPN9,All Probes;digestion,RNA,Endogenous,01,0.939841588,0
CAPNS1,CAPNS1,All Probes;extracellular matrix disassembly,RNA,Endogenous,01,0.857757593,0
CAPNS2,CAPNS2,All Probes;extracellular matrix disassembly,RNA,Endogenous,01,0.952222033,0
CAPRIN1,CAPRIN1,All Probes;regulation of dendrite morphogenesis;regulation of postsynapse organization;regulation of dendritic spine development,RNA,Endogenous,01,0.916489515,0
CAPRIN2,CAPRIN2,All Probes;regulation of postsynapse organization;positive regulation of peptidyl-serine phosphorylation;regulation of dendrite morphogenesis;positive regulation of protein binding;regulation of dendritic spine development,RNA,Endogenous,01,0.957178527,0
CAPS,CAPS,All Probes,RNA,Endogenous,01,0.943384242,0
CAPS2,CAPS2,All Probes,RNA,Endogenous,01,0.941010195,0
CAPSL,CAPSL,All Probes,RNA,Endogenous,01,0.965594422,0
CAPZA1,CAPZA1,All Probes;negative regulation of protein polymerization;negative regulation of protein complex disassembly;regulation of protein depolymerization;antigen processing and presentation of exogenous peptide antigen via MHC class II;interleukin-12-mediated signaling pathway,RNA,Endogenous,01,0.921750962,0
CAPZA2,CAPZA2,All Probes;regulation of protein depolymerization;antigen processing and presentation of exogenous peptide antigen via MHC class II;negative regulation of protein polymerization;negative regulation of protein complex disassembly,RNA,Endogenous,01,0.92871473,0
CAPZA3,CAPZA3,All Probes;spermatid development;negative regulation of protein polymerization;negative regulation of protein complex disassembly;regulation of protein depolymerization;antigen processing and presentation of exogenous peptide antigen via MHC class II,RNA,Endogenous,01,0.952353553,0
CAPZB,CAPZB,All Probes;regulation of lamellipodium organization;negative regulation of protein complex disassembly;negative regulation of protein polymerization;regulation of protein depolymerization;antigen processing and presentation of exogenous peptide antigen via MHC class II;negative regulation of plasma membrane bounded cell projection assembly,RNA,Endogenous,01,0.94680778,0
CARD10,CARD10,All Probes;regulation of sprouting angiogenesis;negative regulation of epithelial cell migration;positive regulation of NIK/NF-kappaB signaling,RNA,Endogenous,01,0.958574753,0
CARD11,CARD11,All Probes;positive regulation of T cell proliferation;I-kappaB kinase/NF-kappaB signaling;positive regulation of cytokine biosynthetic process;B cell differentiation;leukocyte proliferation;nucleoside metabolic process;nucleoside monophosphate metabolic process;production of molecular mediator of immune response;lymphocyte costimulation,RNA,Endogenous,01,0.870700269,0
CARD14,CARD14,All Probes;positive regulation of NIK/NF-kappaB signaling,RNA,Endogenous,01,0.948687935,0
CARD16,CARD16,All Probes;cellular response to light stimulus;regulation of interleukin-1 production;negative regulation of response to biotic stimulus;regulation of protein maturation;regulation of lipopolysaccharide-mediated signaling pathway;negative regulation of protein binding;negative regulation of response to cytokine stimulus;negative regulation of cysteine-type endopeptidase activity,RNA,Endogenous,01,0.961815568,0
CARD17,CARD17,All Probes;regulation of interleukin-1 production,RNA,Endogenous,01,0.960451454,0
CARD18,CARD18,All Probes;regulation of interleukin-1 production;regulation of protein maturation;negative regulation of protein binding;negative regulation of cysteine-type endopeptidase activity,RNA,Endogenous,01,0.958413619,0
CARD19,CARD19,All Probes;negative regulation of I-kappaB kinase/NF-kappaB signaling,RNA,Endogenous,01,0.853405253,0
CARD6,CARD6,All Probes,RNA,Endogenous,01,0.91291528,0
CARD8,CARD8,All Probes;activation of cysteine-type endopeptidase activity involved in apoptotic process;regulation of interleukin-1 production;negative regulation of response to biotic stimulus;regulation of protein maturation;negative regulation of I-kappaB kinase/NF-kappaB signaling;regulation of lipopolysaccharide-mediated signaling pathway;negative regulation of NF-kappaB transcription factor activity;negative regulation of response to cytokine stimulus;negative regulation of cysteine-type endopeptidase activity,RNA,Endogenous,01,0.899403807,0
CARD9,CARD9,All Probes;defense response to Gram-positive bacterium;I-kappaB kinase/NF-kappaB signaling;positive regulation of tumor necrosis factor superfamily cytokine production;response to muramyl dipeptide;response to dsRNA;positive regulation of interleukin-6 production,RNA,Endogenous,01,0.897338407,0
CARF,CARF,All Probes;cellular response to calcium ion,RNA,Endogenous,01,0.957168459,0
CARHSP1,CARHSP1,All Probes,RNA,Endogenous,01,0.932878048,0
CARM1,CARM1,All Probes;peptidyl-arginine modification;regulation of intracellular steroid hormone receptor signaling pathway;regulation of organ growth;bone morphogenesis;signal transduction in response to DNA damage;negative regulation of protein binding;intracellular steroid hormone receptor signaling pathway;histone methylation;regulation of cartilage development;negative regulation of G1/S transition of mitotic cell cycle;protein localization to chromosome;positive regulation of fat cell differentiation,RNA,Endogenous,01,0.958870477,0
CARMIL1,CARMIL1,All Probes;regulation of lamellipodium organization;positive regulation of actin filament polymerization;regulation of protein depolymerization;regulation of actin filament bundle assembly;lamellipodium organization,RNA,Endogenous,01,0.978569147,0
CARMIL2,CARMIL2,All Probes;regulation of protein depolymerization;regulation of lamellipodium organization;positive regulation of plasma membrane bounded cell projection assembly;positive regulation of actin filament polymerization,RNA,Endogenous,01,0.958053872,0
CARMIL3,CARMIL3,All Probes,RNA,Endogenous,01,0.961381972,0
CARNMT1,CARNMT1,All Probes;alpha-amino acid catabolic process,RNA,Endogenous,01,0.968201997,0
CARNS1,CARNS1,All Probes;alpha-amino acid catabolic process;cellular modified amino acid biosynthetic process,RNA,Endogenous,01,0.947317029,0
CARS1,CARS1,All Probes,RNA,Endogenous,01,0.952116396,0
CARS2,CARS2,All Probes;amino acid activation,RNA,Endogenous,01,0.959814681,0
CARTPT,CARTPT,All Probes;negative regulation of hormone secretion;regulation of osteoclast differentiation;negative regulation of leukocyte differentiation;regulation of appetite;cellular glucose homeostasis;hormone transport;neuropeptide signaling pathway;activation of MAPKK activity;negative regulation of myeloid cell differentiation;positive regulation of nervous system process;feeding behavior,RNA,Endogenous,01,0.960511491,0
CASC1,CASC1,All Probes,RNA,Endogenous,01,0.956529909,0
CASC3,CASC3,All Probes;mRNA 3'-end processing;mRNA export from nucleus,RNA,Endogenous,01,0.492137071,0
CASC4,CASC4,All Probes,RNA,Endogenous,01,0.903140714,0
CASD1,CASD1,All Probes,RNA,Endogenous,01,0.94088298,0
CASK,CASK,All Probes;signal release from synapse;regulation of calcium ion import;nucleoside metabolic process;nucleoside monophosphate metabolic process;negative regulation of cell-substrate adhesion;negative regulation of response to wounding,RNA,Endogenous,01,0.958927798,0
CASKIN1,CASKIN1,All Probes,RNA,Endogenous,01,0.94165563,0
CASKIN2,CASKIN2,All Probes,RNA,Endogenous,01,0.869927029,0
CASP1,CASP1,All Probes;activation of cysteine-type endopeptidase activity involved in apoptotic process;cellular response to interferon-gamma;regulation of interleukin-1 production;positive regulation of response to cytokine stimulus;cellular response to mechanical stimulus,RNA,Endogenous,01,0.849681835,0
CASP10,CASP10,All Probes;activation of cysteine-type endopeptidase activity involved in apoptotic process,RNA,Endogenous,01,0.944237012,0
CASP12,CASP12,All Probes;activation of cysteine-type endopeptidase activity involved in apoptotic process,RNA,Endogenous,01,0.925997254,0
CASP14,CASP14,All Probes;activation of cysteine-type endopeptidase activity involved in apoptotic process;epidermis development,RNA,Endogenous,01,0.949062264,0
CASP2,CASP2,All Probes;positive regulation of neuron death;intrinsic apoptotic signaling pathway in response to DNA damage;signal transduction in response to DNA damage;extrinsic apoptotic signaling pathway;negative regulation of G1/S transition of mitotic cell cycle;cellular response to mechanical stimulus,RNA,Endogenous,01,0.903564972,0
CASP3,CASP3,All Probes;wound healing;positive regulation of neuron death;tube closure;hippo signaling;erythrocyte differentiation;response to osmotic stress;negative regulation of T cell activation;extrinsic apoptotic signaling pathway;neuron recognition;epidermal cell differentiation;leukocyte homeostasis;hippocampus development;regulation of cyclin-dependent protein kinase activity;response to X-ray;muscle cell differentiation;neuron death,RNA,Endogenous,01,0.943581977,0
CASP4,CASP4,All Probes;positive regulation of response to cytokine stimulus;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;activation of cysteine-type endopeptidase activity involved in apoptotic process,RNA,Endogenous,01,0.915601174,0
CASP5,CASP5,All Probes;neural nucleus development;activation of cysteine-type endopeptidase activity involved in apoptotic process;cellular response to mechanical stimulus,RNA,Endogenous,01,0.909281728,0
CASP6,CASP6,All Probes,RNA,Endogenous,01,0.943371504,0
CASP7,CASP7,All Probes,RNA,Endogenous,01,0.961983565,0
CASP8,CASP8,All Probes;positive regulation of neuron death;modification of morphology or physiology of other organism involved in symbiotic interaction;activation of cysteine-type endopeptidase activity involved in apoptotic process;positive regulation of myeloid cell differentiation;regulation of membrane permeability;regulation of interleukin-1 production;negative regulation of I-kappaB kinase/NF-kappaB signaling;extrinsic apoptotic signaling pathway;toll-like receptor signaling pathway;negative regulation of extrinsic apoptotic signaling pathway;myeloid leukocyte differentiation;cellular response to mechanical stimulus,RNA,Endogenous,01,0.932078146,0
CASP8AP2,CASP8AP2,All Probes;extrinsic apoptotic signaling pathway;activation of cysteine-type endopeptidase activity involved in apoptotic process;cellular response to mechanical stimulus,RNA,Endogenous,01,0.949738786,0
CASP9,CASP9,All Probes;response to antineoplastic agent;intrinsic apoptotic signaling pathway in response to DNA damage;positive regulation of neuron death;cellular response to light stimulus;activation of cysteine-type endopeptidase activity involved in apoptotic process;cellular response to ketone;signal transduction in response to DNA damage;extrinsic apoptotic signaling pathway,RNA,Endogenous,01,0.947543388,0
CASQ1,CASQ1,All Probes;regulation of calcium ion transmembrane transporter activity;endoplasmic reticulum organization;regulation of striated muscle contraction;striated muscle tissue development;regulation of calcium ion transport into cytosol;protein polymerization,RNA,Endogenous,01,0.951247777,0
CASQ2,CASQ2,All Probes;regulation of calcium ion transmembrane transporter activity;regulation of calcium-mediated signaling;regulation of striated muscle contraction;striated muscle contraction;negative regulation of transporter activity;regulation of calcium ion transport into cytosol;regulation of potassium ion transport;protein polymerization,RNA,Endogenous,01,0.935267534,0
CASR,CASR,All Probes;response to fibroblast growth factor;phospholipase C-activating G protein-coupled receptor signaling pathway;chloride transmembrane transport;stress-activated protein kinase signaling cascade;acid secretion;regulation of calcium ion import;cellular glucose homeostasis;adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway;positive regulation of peptide hormone secretion;regulation of ATPase activity,RNA,Endogenous,01,0.909366243,0
CASS4,CASS4,All Probes;regulation of protein tyrosine kinase activity,RNA,Endogenous,01,0.931880124,0
CAST,CAST,All Probes;regulation of epithelial cell apoptotic process;regulation of protein maturation;negative regulation of cysteine-type endopeptidase activity,RNA,Endogenous,01,0.863104071,0
CASTOR1,CASTOR1,All Probes;regulation of TOR signaling,RNA,Endogenous,01,0.965321122,0
CASTOR2,CASTOR2,All Probes;regulation of TOR signaling,RNA,Endogenous,01,0.966393935,0
CASTOR3,CASTOR3,All Probes;regulation of TOR signaling,RNA,Endogenous,01,0.957439922,0
CASZ1,CASZ1,All Probes,RNA,Endogenous,01,0.921153158,0
