"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"EHD3"	"correlated"	"GO"	"0043967"	"histone H4 acetylation "	"38/17829"	0.503637381085618	0.213135902181839	0.0336372419111279	1	2.36298707036197	"RUVB1_HUMAN;TRRAP_HUMAN;ING3_HUMAN;DMAP1_HUMAN;MRGBP_HUMAN;KAT5_HUMAN;YETS4_HUMAN;ATF2_HUMAN;IRF4_HUMAN;CHD5_HUMAN"	"10/1787"
"EHD3"	"correlated"	"GO"	"0010608"	"posttranscriptional regulation of gene expression "	"22/17829"	0.335758254057079	0.123394469684222	0.0338246688326067	1	2.72101541435621	"LARP4_HUMAN;E41L5_HUMAN;MATR3_HUMAN;PUM2_HUMAN;YTDC1_HUMAN;BAKOR_HUMAN;CAV1_HUMAN"	"7/1787"
"EHD3"	"correlated"	"GO"	"0045591"	"positive regulation of regulatory T cell differentiation "	"16/17829"	0.279798545047566	0.0897414324976162	0.03386975277925	1	3.11783016228316	"HLAG_HUMAN;SOX12_HUMAN;VISTA_HUMAN;MCP_HUMAN;DUS10_HUMAN;BCL6_HUMAN"	"6/1787"
"EHD3"	"correlated"	"GO"	"0007059"	"chromosome segregation "	"73/17829"	0.783435926133184	0.409445285770374	0.0345736226333973	1	1.91340809959295	"PHF13_HUMAN;RIOK3_HUMAN;MS18A_HUMAN;SKA1_HUMAN;SKAP_HUMAN;SRPK1_HUMAN;TOP3B_HUMAN;TLK2_HUMAN;UBP44_HUMAN;TOP2A_HUMAN;UBC9_HUMAN;NEK8_HUMAN;NDEL1_HUMAN;2AAA_HUMAN;BAF_HUMAN"	"15/1787"
"EHD3"	"correlated"	"GO"	"0042752"	"regulation of circadian rhythm "	"61/17829"	0.671516508114158	0.342139211397162	0.0358939190075545	1	1.96269964314218	"ROCK2_HUMAN;FBXL3_HUMAN;KC1D_HUMAN;DDB1_HUMAN;CCAR2_HUMAN;PRKDC_HUMAN;PP1A_HUMAN;TOP2A_HUMAN;UBE3A_HUMAN;NR1D1_HUMAN;DRD4_HUMAN;AAPK2_HUMAN;CRY2_HUMAN"	"13/1787"
"EHD3"	"correlated"	"GO"	"0034979"	"NAD-dependent protein deacetylase activity "	"6/17829"	0.167879127028539	0.0336530371866061	0.0393250971206945	1	4.98852825965305	"SIR2_HUMAN;SIR3_HUMAN;SIR5_HUMAN;SIR7_HUMAN"	"4/1787"
"EHD3"	"correlated"	"GO"	"0046872"	"metal ion binding "	"2177/17829"	13.5982092893117	12.2104436592069	0.0397689025376945	1	1.11365398906357	"PDP1_HUMAN;PGM2L_HUMAN;PHF10_HUMAN;PHF13_HUMAN;PDE11_HUMAN;PDE1B_HUMAN;PDE3B_HUMAN;PDE4A_HUMAN;PDE6C_HUMAN;PDE7A_HUMAN;PDE8A_HUMAN;P52K_HUMAN;PERM_HUMAN;RASA2_HUMAN;RIOK3_HUMAN;RUFY1_HUMAN;RUFY2_HUMAN;SPON1_HUMAN;SELO_HUMAN;SMAD9_HUMAN;ROCK2_HUMAN;RN216_HUMAN;MAON_HUMAN;M1BL1_HUMAN;LMX1A_HUMAN;LNP_HUMAN;MAP2_HUMAN;ANKY1_HUMAN;JADE1_HUMAN;MP2K5_HUMAN;COX5A_HUMAN;ENPP6_HUMAN;FGD1_HUMAN;KMT2E_HUMAN;ARG28_HUMAN;GOLI_HUMAN;LIAS_HUMAN;KIF4A_HUMAN;PPM1L_HUMAN;PP2BC_HUMAN;CPNE4_HUMAN;CAC1C_HUMAN;CDC7_HUMAN;DGKQ_HUMAN;CYAC3_HUMAN;ESCO2_HUMAN;IMPA3_HUMAN;MS18A_HUMAN;ING3_HUMAN;ING4_HUMAN;JAK2_HUMAN;ITAD_HUMAN;ITAM_HUMAN;KLF3_HUMAN;AEBP2_HUMAN;ANO6_HUMAN;DPEP2_HUMAN;FOXP2_HUMAN;OBI1_HUMAN;PPM1E_HUMAN;ATS16_HUMAN;KSR2_HUMAN;MUT7_HUMAN;DMRTD_HUMAN;MOCS3_HUMAN;KMT5B_HUMAN;LIMS3_HUMAN;KAT5_HUMAN;LHX2_HUMAN;PAPOG_HUMAN;BRPF3_HUMAN;LHX9_HUMAN;MCEE_HUMAN;GNS_HUMAN;NEUL1_HUMAN;OVCH2_HUMAN;PHOP1_HUMAN;MB211_HUMAN;NSF_HUMAN;PKHF1_HUMAN;RN223_HUMAN;C1GLT_HUMAN;BC11A_HUMAN;NT5D2_HUMAN;IMDH2_HUMAN;PP1RA_HUMAN;PRD12_HUMAN;RNZ1_HUMAN;NRK1_HUMAN;PYGO2_HUMAN;SIR7_HUMAN;RIR2B_HUMAN;REST_HUMAN;RNH2A_HUMAN;SNN_HUMAN;RNF31_HUMAN;RNF25_HUMAN;RN169_HUMAN;RN215_HUMAN;SHPRH_HUMAN;SMAD6_HUMAN;SH3R2_HUMAN;TAF1B_HUMAN;SMYD3_HUMAN;ZBT44_HUMAN;SAR1B_HUMAN;PARN_HUMAN;TRM1_HUMAN;TTLL1_HUMAN;PP1A_HUMAN;ZN433_HUMAN;NSE1_HUMAN;POLK_HUMAN;RPE_HUMAN;PP2AA_HUMAN;NDK6_HUMAN;PHOCN_HUMAN;TNR11_HUMAN;ZFP28_HUMAN;TZAP_HUMAN;ZIC2_HUMAN;ZN417_HUMAN;ZSC9_HUMAN;UNK_HUMAN;ZSC18_HUMAN;ZNF12_HUMAN;RIFK_HUMAN;PRUN2_HUMAN;Z585A_HUMAN;ZN569_HUMAN;ZNF45_HUMAN;ZNF16_HUMAN;UBE3A_HUMAN;Z512B_HUMAN;ZN699_HUMAN;ZIK1_HUMAN;ZFY27_HUMAN;ZN764_HUMAN;ZKSC1_HUMAN;ZN512_HUMAN;ZN513_HUMAN;ZN263_HUMAN;ZN516_HUMAN;ZN264_HUMAN;ZKSC8_HUMAN;ZN524_HUMAN;ZN784_HUMAN;ZN526_HUMAN;ZN785_HUMAN;ZN682_HUMAN;ZN418_HUMAN;ZN296_HUMAN;ZGPAT_HUMAN;ZN655_HUMAN;ZN658_HUMAN;ITB7_HUMAN;NUAK1_HUMAN;THAP3_HUMAN;PRDM4_HUMAN;TTLL5_HUMAN;Z324B_HUMAN;ZN576_HUMAN;Z804A_HUMAN;ZN564_HUMAN;ZN484_HUMAN;ZN730_HUMAN;ZN487_HUMAN;ZN740_HUMAN;ZN239_HUMAN;ZN248_HUMAN;ZN501_HUMAN;ZN534_HUMAN;ZN610_HUMAN;ZN358_HUMAN;ZN619_HUMAN;ZN620_HUMAN;ZN382_HUMAN;ZN383_HUMAN;ZN396_HUMAN;ZBT47_HUMAN;ZFY16_HUMAN;ZN879_HUMAN;SUZ12_HUMAN;ZFP1_HUMAN;ZN469_HUMAN;ZN669_HUMAN;ZN579_HUMAN;ZNF24_HUMAN;ZN337_HUMAN;T10B_HUMAN;ZN571_HUMAN;ZHX3_HUMAN;ZC3HE_HUMAN;TTLL8_HUMAN;YPEL3_HUMAN;ZN154_HUMAN;POGZ_HUMAN;ZN311_HUMAN;NUBP1_HUMAN;RC3H2_HUMAN;RAD18_HUMAN;RAG1_HUMAN;BIRC8_HUMAN;AGFG1_HUMAN;AT2A3_HUMAN;AT2C1_HUMAN;ASXL2_HUMAN;AT12A_HUMAN;ACSM6_HUMAN;ATF2_HUMAN;F170A_HUMAN;HOT_HUMAN;MYO9A_HUMAN;NEK8_HUMAN;LYAR_HUMAN;HSC20_HUMAN;KAT6B_HUMAN;CHD5_HUMAN;CSHL_HUMAN;GLT11_HUMAN;DMRT2_HUMAN;MT4_HUMAN;MAEA_HUMAN;MTMR3_HUMAN;ACVR1_HUMAN;DPOLB_HUMAN;ECE2_HUMAN;CPNE2_HUMAN;CNO6L_HUMAN;CL17A_HUMAN;CO5A1_HUMAN;CLC4M_HUMAN;BRF2_HUMAN;DRD4_HUMAN;GLI4_HUMAN;AAPK2_HUMAN;AKP8L_HUMAN;AJUBA_HUMAN;CA2D2_HUMAN;DMRT3_HUMAN;ATP23_HUMAN;BCL6_HUMAN;ALKB5_HUMAN;DCST1_HUMAN"	"244/1787"
"EHD3"	"correlated"	"GO"	"0030073"	"insulin secretion "	"30/17829"	0.391717963066592	0.16826518593303	0.042233276335809	1	2.32797985450476	"PCLO_HUMAN;GALA_HUMAN;CPLX1_HUMAN;PARK7_HUMAN;SNX19_HUMAN;RPGF4_HUMAN;ZNT8_HUMAN;ILDR2_HUMAN"	"8/1787"
"EHD3"	"correlated"	"GO"	"0098794"	"postsynapse "	"94/17829"	0.895355344152211	0.527230915923495	0.0435694143690841	1	1.69822238626487	"RAC1_HUMAN;TPA_HUMAN;APCL_HUMAN;ERBIN_HUMAN;DGKQ_HUMAN;CAPR1_HUMAN;CPLX1_HUMAN;JAK2_HUMAN;S6A17_HUMAN;P2RX5_HUMAN;Z804A_HUMAN;RAGE_HUMAN;AP3D1_HUMAN;DYL2_HUMAN;IF4E_HUMAN;AINX_HUMAN;DRD4_HUMAN"	"17/1787"
"EHD3"	"correlated"	"GO"	"0051301"	"cell division "	"332/17829"	2.51818690542809	1.86213472432554	0.043972640872531	1	1.35231187761679	"PHF13_HUMAN;RB_HUMAN;RUVB1_HUMAN;TNKS1_HUMAN;STAG1_HUMAN;HNRPU_HUMAN;MAP4_HUMAN;KLH42_HUMAN;APC7_HUMAN;GWL_HUMAN;CNTRL_HUMAN;CDC7_HUMAN;CE164_HUMAN;KTNA1_HUMAN;MS18A_HUMAN;ENTR1_HUMAN;KLH13_HUMAN;CDC27_HUMAN;CDK14_HUMAN;EVI5_HUMAN;ERC6L_HUMAN;MPIP1_HUMAN;CHM1B_HUMAN;DYLT3_HUMAN;MCMBP_HUMAN;SIR2_HUMAN;SKA1_HUMAN;SKAP_HUMAN;SMC3_HUMAN;NIPA_HUMAN;PP1A_HUMAN;PDS5B_HUMAN;UBP44_HUMAN;ZNF16_HUMAN;UBC9_HUMAN;POGZ_HUMAN;NSE2_HUMAN;RALB_HUMAN;CCNT1_HUMAN;CCNT2_HUMAN;MPLKI_HUMAN;MAEA_HUMAN;CCNB1_HUMAN;CKS2_HUMAN;BABA2_HUMAN;DC1L1_HUMAN"	"46/1787"
"EHD3"	"correlated"	"GO"	"0060548"	"negative regulation of cell death "	"65/17829"	0.671516508114158	0.364574569521566	0.0453988298884189	1	1.84191812664113	"PGBM_HUMAN;PDE8A_HUMAN;TM109_HUMAN;SOX11_HUMAN;CHMP7_HUMAN;CHMP3_HUMAN;CHM1B_HUMAN;CHM4B_HUMAN;PARK7_HUMAN;TNR1B_HUMAN;RAD18_HUMAN;AMRP_HUMAN;BMP4_HUMAN"	"13/1787"
"EHD3"	"correlated"	"GO"	"0047555"	"3',5'-cyclic-GMP phosphodiesterase activity "	"12/17829"	0.223838836038053	0.0673060743732122	0.0478525735285695	1	3.32568550643537	"PDE11_HUMAN;PDE1B_HUMAN;PDE2A_HUMAN;PDE6C_HUMAN;PDE8A_HUMAN"	"5/1787"
"EHD3"	"correlated"	"GO"	"0042325"	"regulation of phosphorylation "	"12/17829"	0.223838836038053	0.0673060743732122	0.0478525735285695	1	3.32568550643537	"EGLN_HUMAN;PP14B_HUMAN;SIR2_HUMAN;PP14C_HUMAN;IKKB_HUMAN"	"5/1787"
"EHD3"	"correlated"	"GO"	"0015280"	"ligand-gated sodium channel activity "	"12/17829"	0.223838836038053	0.0673060743732122	0.0478525735285695	1	3.32568550643537	"ASIC2_HUMAN;SCNNG_HUMAN;SCNNB_HUMAN;TPC2_HUMAN;ASIC1_HUMAN"	"5/1787"
"EHD3"	"correlated"	"GO"	"0045727"	"positive regulation of translation "	"69/17829"	0.727476217123671	0.38700992764597	0.0480112169453993	1	1.87973528624608	"SERP1_HUMAN;TRBP2_HUMAN;ABCF1_HUMAN;LARP4_HUMAN;CD28_HUMAN;RL5_HUMAN;NSUN5_HUMAN;PDIP3_HUMAN;PRKDC_HUMAN;SMAG1_HUMAN;REN3A_HUMAN;IL6_HUMAN;NAT10_HUMAN;CIRBP_HUMAN"	"14/1787"
"EHD3"	"correlated"	"GO"	"0035162"	"embryonic hemopoiesis "	"18/17829"	0.279798545047566	0.100959111559818	0.0483462991990995	1	2.77140458869614	"FLT3L_HUMAN;GATA3_HUMAN;MED1_HUMAN;KMT2A_HUMAN;VGFR2_HUMAN;BL1S2_HUMAN"	"6/1787"
"EHD3"	"correlated"	"GO"	"0061608"	"nuclear import signal receptor activity "	"18/17829"	0.279798545047566	0.100959111559818	0.0483462991990995	1	2.77140458869614	"IMA6_HUMAN;IMB1_HUMAN;IPO11_HUMAN;HIKES_HUMAN;RNBP6_HUMAN;IMA8_HUMAN"	"6/1787"
"EHD3"	"correlated"	"GO"	"0000421"	"autophagosome membrane "	"44/17829"	0.503637381085618	0.246788939368445	0.0499637717395356	1	2.04076156076716	"CHMP7_HUMAN;IRGM_HUMAN;CHMP3_HUMAN;CHM1B_HUMAN;CHM4B_HUMAN;SNP29_HUMAN;MLP3A_HUMAN;TX264_HUMAN;BAKOR_HUMAN;JMY_HUMAN"	"10/1787"
"EHD3"	"anticorrelated"	"GO"	"0006865"	"amino acid transport "	"32/17829"	0.814332247557003	0.179482864995232	0.0065685942601075	1	4.53710301302932	"S17A5_HUMAN;S6A14_HUMAN;4F2_HUMAN;SC6A6_HUMAN;S36A2_HUMAN;MYC_HUMAN"	"6/614"
"EHD3"	"anticorrelated"	"GO"	"0005770"	"late endosome "	"132/17829"	1.79153094462541	0.740366818105334	0.0070495621424128	1	2.41978827361564	"RAB14_HUMAN;TMEM9_HUMAN;TM192_HUMAN;CLCN3_HUMAN;FYCO1_HUMAN;COPT2_HUMAN;CTNS_HUMAN;NRAM2_HUMAN;TS101_HUMAN;VPS29_HUMAN;RB27B_HUMAN;ASTN2_HUMAN"	"12/614"
"EHD3"	"anticorrelated"	"GO"	"2000134"	"negative regulation of G1/S transition of mitotic cell cycle "	"37/17829"	0.814332247557003	0.207527062650738	0.0112304786659663	1	3.92398098424157	"DACT1_HUMAN;CDN1A_HUMAN;WEE1_HUMAN;BT2A2_HUMAN;CCL2_HUMAN;ANM2_HUMAN"	"6/614"
"EHD3"	"anticorrelated"	"GO"	"0034458"	"3'-5' RNA helicase activity "	"4/17829"	0.325732899022801	0.0224353581244041	0.0144912046736956	1	14.5187296416938	"DHX9_HUMAN;SUV3_HUMAN;AQR_HUMAN"	"3/614"
"EHD3"	"anticorrelated"	"GO"	"0032508"	"DNA duplex unwinding "	"26/17829"	0.651465798045603	0.145829827808626	0.0154645987602431	1	4.46730142821348	"RFC4_HUMAN;POTE1_HUMAN;DHX9_HUMAN;PIF1_HUMAN;SUV3_HUMAN"	"5/614"
"EHD3"	"anticorrelated"	"GO"	"0042803"	"protein homodimerization activity "	"657/17829"	5.53745928338762	3.68500757193337	0.01576508285449	1	1.50269956717683	"PGRC1_HUMAN;S39AD_HUMAN;SPP2C_HUMAN;SPYA_HUMAN;TM192_HUMAN;KCC2B_HUMAN;KAT3_HUMAN;COR1A_HUMAN;KAT1_HUMAN;MK04_HUMAN;FGFR2_HUMAN;GREM1_HUMAN;DNPH1_HUMAN;BRE1B_HUMAN;PO3F3_HUMAN;NGN1_HUMAN;TS101_HUMAN;SUV3_HUMAN;SCLY_HUMAN;TBX18_HUMAN;WDR54_HUMAN;TEN2_HUMAN;TAP1_HUMAN;PGH2_HUMAN;ASMT_HUMAN;NAA60_HUMAN;FLNA_HUMAN;MA2A1_HUMAN;MSH2_HUMAN;DP13A_HUMAN;KCC2D_HUMAN;CLTRN_HUMAN;DCOR_HUMAN;AHR_HUMAN;ANM2_HUMAN"	"35/614"
"EHD3"	"anticorrelated"	"GO"	"0034605"	"cellular response to heat "	"42/17829"	0.814332247557003	0.235571260306243	0.017752968204181	1	3.45684039087948	"HS71A_HUMAN;CXL10_HUMAN;CETN1_HUMAN;TSP1_HUMAN;PGH2_HUMAN;IL1A_HUMAN"	"6/614"
"EHD3"	"anticorrelated"	"GO"	"0032760"	"positive regulation of tumor necrosis factor production "	"96/17829"	1.30293159609121	0.538448594985698	0.0200290327914665	1	2.41978827361564	"SETD4_HUMAN;DHX9_HUMAN;P85A_HUMAN;MIF_HUMAN;TSP1_HUMAN;WNT5A_HUMAN;TCAM1_HUMAN;ZBT20_HUMAN;IL1A_HUMAN"	"9/614"
"EHD3"	"anticorrelated"	"GO"	"0036159"	"inner dynein arm assembly "	"16/17829"	0.488599348534202	0.0897414324976162	0.0224395000653177	1	5.44452361563518	"CFA73_HUMAN;DAA11_HUMAN;ZMY10_HUMAN;DAAF5_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0048146"	"positive regulation of fibroblast proliferation "	"45/17829"	0.814332247557003	0.252397778899546	0.0226659945548647	1	3.22638436482085	"CDN1A_HUMAN;FGF10_HUMAN;DHX9_HUMAN;MIF_HUMAN;WNT5A_HUMAN;MYC_HUMAN"	"6/614"
"EHD3"	"anticorrelated"	"GO"	"0008285"	"negative regulation of cell population proliferation "	"388/17829"	3.58306188925081	2.17622973806719	0.0227452644673228	1	1.64645387689311	"HS71A_HUMAN;ITA1_HUMAN;DDAH1_HUMAN;ITBP1_HUMAN;CDN1A_HUMAN;FGF10_HUMAN;COIA1_HUMAN;ATS8_HUMAN;P53_HUMAN;SMS_HUMAN;SFRP5_HUMAN;SMCA2_HUMAN;TS101_HUMAN;NMI_HUMAN;TES_HUMAN;RFPL1_HUMAN;TSP1_HUMAN;PLAT4_HUMAN;PGH2_HUMAN;RARG_HUMAN;AA2AR_HUMAN;IL1A_HUMAN;BECN1_HUMAN"	"23/614"
"EHD3"	"anticorrelated"	"GO"	"0005802"	"trans-Golgi network "	"177/17829"	1.95439739413681	0.99276459700488	0.0227604696792685	1	1.96864130734831	"RAB14_HUMAN;NRAM2_HUMAN;EIPR1_HUMAN;VAMP2_HUMAN;PPCEL_HUMAN;SNP25_HUMAN;STX10_HUMAN;WDR11_HUMAN;NSMA3_HUMAN;FLNA_HUMAN;ARFRP_HUMAN;CLVS2_HUMAN;BECN1_HUMAN"	"13/614"
"EHD3"	"anticorrelated"	"GO"	"1904813"	"ficolin-1-rich granule lumen "	"118/17829"	1.46579804560261	0.66184306466992	0.0228259395002845	1	2.21472147076685	"HAP28_HUMAN;HS71A_HUMAN;CATZ_HUMAN;PYGL_HUMAN;MIF_HUMAN;SRP14_HUMAN;PRDX4_HUMAN;PSD13_HUMAN;A1BG_HUMAN;DDX3X_HUMAN"	"10/614"
"EHD3"	"anticorrelated"	"GO"	"0030140"	"trans-Golgi network transport vesicle "	"17/17829"	0.488599348534202	0.0953502720287173	0.0257764582964414	1	5.12425752059781	"RAB14_HUMAN;STEA2_HUMAN;CLRN1_HUMAN;RB27B_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0051123"	"RNA polymerase II preinitiation complex assembly "	"17/17829"	0.488599348534202	0.0953502720287173	0.0257764582964414	1	5.12425752059781	"TAF7L_HUMAN;TF2B_HUMAN;TAF10_HUMAN;TAF5_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0006520"	"cellular amino acid metabolic process "	"18/17829"	0.488599348534202	0.100959111559818	0.029364192637724	1	4.83957654723127	"KAT3_HUMAN;CTNS_HUMAN;SCLY_HUMAN;PTPS_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0071300"	"cellular response to retinoic acid "	"66/17829"	0.977198697068404	0.370183409052667	0.0294085822464913	1	2.63976902576251	"RORB_HUMAN;FGFR2_HUMAN;NDUAD_HUMAN;PTK6_HUMAN;WNT5A_HUMAN;RARG_HUMAN;MYC_HUMAN"	"7/614"
"EHD3"	"anticorrelated"	"GO"	"0030183"	"B cell differentiation "	"66/17829"	0.977198697068404	0.370183409052667	0.0294085822464913	1	2.63976902576251	"KLF6_HUMAN;GPS2_HUMAN;P85A_HUMAN;ZBT7A_HUMAN;NHEJ1_HUMAN;MSH2_HUMAN;CEBPG_HUMAN"	"7/614"
"EHD3"	"anticorrelated"	"GO"	"0004842"	"ubiquitin-protein transferase activity "	"201/17829"	2.11726384364821	1.1273767457513	0.029760730147375	1	1.87804463026885	"PJA2_HUMAN;LRSM1_HUMAN;HECD4_HUMAN;HOIL1_HUMAN;LNX1_HUMAN;FBX22_HUMAN;PRP19_HUMAN;BRE1B_HUMAN;RFPL1_HUMAN;RFPL2_HUMAN;WSDU1_HUMAN;LNX2_HUMAN;RBBP6_HUMAN;CUL5_HUMAN"	"14/614"
"EHD3"	"anticorrelated"	"GO"	"0006606"	"protein import into nucleus "	"85/17829"	1.1400651465798	0.476751360143586	0.0301510307872798	1	2.39132017627898	"SEC13_HUMAN;CDN1A_HUMAN;P53_HUMAN;P85A_HUMAN;NXT2_HUMAN;NUP98_HUMAN;TNPO3_HUMAN;DP13A_HUMAN"	"8/614"
"EHD3"	"anticorrelated"	"GO"	"0050877"	"nervous system process "	"49/17829"	0.814332247557003	0.27483313702395	0.0304737915061506	1	2.96300604932527	"ACHA4_HUMAN;ACHA9_HUMAN;5HT3E_HUMAN;GLRB_HUMAN;GLRA2_HUMAN;GBRE_HUMAN"	"6/614"
"EHD3"	"anticorrelated"	"GO"	"0019752"	"carboxylic acid metabolic process "	"7/17829"	0.325732899022801	0.0392618767177071	0.032604074537986	1	8.29641693811075	"GADL1_HUMAN;MIF_HUMAN;UEVLD_HUMAN"	"3/614"
"EHD3"	"anticorrelated"	"GO"	"0030837"	"negative regulation of actin filament polymerization "	"19/17829"	0.488599348534202	0.106567951090919	0.0332012405170612	1	4.58486199211383	"CYRIB_HUMAN;KANK4_HUMAN;FHOD3_HUMAN;PROF2_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0017075"	"syntaxin-1 binding "	"19/17829"	0.488599348534202	0.106567951090919	0.0332012405170612	1	4.58486199211383	"BRE1B_HUMAN;VAMP2_HUMAN;SNP25_HUMAN;PRRT2_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0006352"	"DNA-templated transcription, initiation "	"19/17829"	0.488599348534202	0.106567951090919	0.0332012405170612	1	4.58486199211383	"TF2B_HUMAN;TAF10_HUMAN;TAF5_HUMAN;MYC_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0005484"	"SNAP receptor activity "	"34/17829"	0.651465798045603	0.190700544057435	0.0340316370796247	1	3.41617168039854	"VAMP2_HUMAN;GOSR2_HUMAN;SNP23_HUMAN;SNP25_HUMAN;STX10_HUMAN"	"5/614"
"EHD3"	"anticorrelated"	"GO"	"0030170"	"pyridoxal phosphate binding "	"51/17829"	0.814332247557003	0.286050816086152	0.0349388120718507	1	2.84680973366545	"SPYA_HUMAN;KAT3_HUMAN;KAT1_HUMAN;GADL1_HUMAN;PYGL_HUMAN;AT2L2_HUMAN"	"6/614"
"EHD3"	"anticorrelated"	"GO"	"0051092"	"positive regulation of NF-kappaB transcription factor activity "	"144/17829"	1.62866449511401	0.807672892478546	0.0350631988770448	1	2.01649022801303	"HS71A_HUMAN;HOIL1_HUMAN;CLOCK_HUMAN;DHX9_HUMAN;GREM1_HUMAN;TLR6_HUMAN;WNT5A_HUMAN;TCAM1_HUMAN;ZBT7A_HUMAN;INS_HUMAN;DDRGK_HUMAN"	"11/614"
"EHD3"	"anticorrelated"	"GO"	"0042147"	"retrograde transport, endosome to Golgi "	"70/17829"	0.977198697068404	0.392618767177071	0.0369820125090067	1	2.48892508143322	"RAB41_HUMAN;SNX5_HUMAN;TM87B_HUMAN;PPCEL_HUMAN;STX10_HUMAN;VPS29_HUMAN;ARFRP_HUMAN"	"7/614"
"EHD3"	"anticorrelated"	"GO"	"0042157"	"lipoprotein metabolic process "	"20/17829"	0.488599348534202	0.11217679062202	0.0372853782624852	1	4.35561889250814	"APOL1_HUMAN;NPCL1_HUMAN;MTP_HUMAN;APOL2_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0048026"	"positive regulation of mRNA splicing, via spliceosome "	"20/17829"	0.488599348534202	0.11217679062202	0.0372853782624852	1	4.35561889250814	"NCBP1_HUMAN;PRP19_HUMAN;SF3B4_HUMAN;NUP98_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0051974"	"negative regulation of telomerase activity "	"8/17829"	0.325732899022801	0.0448707162488081	0.0398921347908001	1	7.25936482084691	"POTE1_HUMAN;PIF1_HUMAN;P53_HUMAN"	"3/614"
"EHD3"	"anticorrelated"	"GO"	"0006906"	"vesicle fusion "	"36/17829"	0.651465798045603	0.201918223119637	0.0400719385965402	1	3.22638436482085	"VAMP2_HUMAN;GOSR2_HUMAN;SNP23_HUMAN;SNP25_HUMAN;STX10_HUMAN"	"5/614"
"EHD3"	"anticorrelated"	"GO"	"0045892"	"negative regulation of transcription, DNA-templated "	"484/17829"	4.07166123778502	2.71467833305289	0.0412126483830458	1	1.49986876463779	"PER2_HUMAN;RING1_HUMAN;RORB_HUMAN;MDFIC_HUMAN;BCL7A_HUMAN;CLOCK_HUMAN;GREM1_HUMAN;NDUAD_HUMAN;PO3F3_HUMAN;P53_HUMAN;SUV91_HUMAN;SCMH1_HUMAN;SMCA2_HUMAN;MESP1_HUMAN;SCX_HUMAN;ZN425_HUMAN;PSPC1_HUMAN;WNT5A_HUMAN;ZN423_HUMAN;ZBT7A_HUMAN;ZN703_HUMAN;TIM_HUMAN;FOXN3_HUMAN;CIC_HUMAN;AHR_HUMAN;ANM2_HUMAN"	"26/614"
"EHD3"	"anticorrelated"	"GO"	"0008289"	"lipid binding "	"124/17829"	1.46579804560261	0.695496101856526	0.0418064004935879	1	2.10755752863297	"PRAM_HUMAN;SH3G1_HUMAN;FCSD1_HUMAN;APOL1_HUMAN;PPP5_HUMAN;MTP_HUMAN;U119A_HUMAN;AT5G3_HUMAN;APOL2_HUMAN;CIP4_HUMAN"	"10/614"
"EHD3"	"anticorrelated"	"GO"	"0016279"	"protein-lysine N-methyltransferase activity "	"22/17829"	0.488599348534202	0.123394469684222	0.0461826380707913	1	3.95965353864377	"SETD4_HUMAN;CSKMT_HUMAN;ACKMT_HUMAN;EFMT2_HUMAN"	"4/614"
"EHD3"	"anticorrelated"	"GO"	"0009887"	"animal organ morphogenesis "	"129/17829"	1.46579804560261	0.723540299512031	0.0466051382578375	1	2.02586925232937	"FGFR2_HUMAN;FGF10_HUMAN;COIA1_HUMAN;GREM1_HUMAN;MEIS1_HUMAN;IDD_HUMAN;FGF22_HUMAN;PBX4_HUMAN;T176B_HUMAN;CCL2_HUMAN"	"10/614"
"EHD3"	"anticorrelated"	"GO"	"0060080"	"inhibitory postsynaptic potential "	"9/17829"	0.325732899022801	0.0504795557799091	0.0477276108903926	1	6.4527687296417	"ACHA4_HUMAN;INSY2_HUMAN;AA2AR_HUMAN"	"3/614"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa05164"	"Influenza A - Homo sapiens (human)"	"152/17829"	1.95439739413681	0.852543608727354	0.0117343977309378	1	2.29243099605692	"TCAM1_HUMAN;DQA2_HUMAN;ICAM1_HUMAN;IL1A_HUMAN;CXL10_HUMAN;NUP98_HUMAN;P85A_HUMAN;NXT2_HUMAN;CCL2_HUMAN;CPS4L_HUMAN;ADT4_HUMAN;CASP9_HUMAN;TR10A_HUMAN"	"12/614"
