"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"EHD3"	"anticorrelated"	"GO"	"0005251"	"delayed rectifier potassium channel activity "	"26/17829"	0.389105058365759	0.145829827808626	0.0495384291680562	1	2.66821310984735	"KCNA1_HUMAN;KCNA7_HUMAN;KCNA5_HUMAN;KCNS3_HUMAN;KCNQ1_HUMAN;KCNQ3_HUMAN"	"6/1285"
"EHD3"	"correlated"	"KEGG"	"path:hsa04218"	"Cellular senescence - Homo sapiens (human)"	"151/17829"	1.89873417721519	0.846934769196253	4.48290904662378e-06	0.00151970616680546	2.24188951295163	"RAD50_HUMAN;HIPK3_HUMAN;CDK2_HUMAN;CDK4_HUMAN;CDK6_HUMAN;GA45G_HUMAN;CHK1_HUMAN;LIN54_HUMAN;E2F4_HUMAN;ETS1_HUMAN;RRAS2_HUMAN;ADT3_HUMAN;HLAB_HUMAN;HLAE_HUMAN;HLAF_HUMAN;RASH_HUMAN;RASK_HUMAN;SMAD2_HUMAN;GA45B_HUMAN;ATM_HUMAN;NFAC1_HUMAN;RASN_HUMAN;PPID_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;MP2K2_HUMAN;RB_HUMAN;RBL2_HUMAN;TGFB1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CAN1_HUMAN;P55G_HUMAN;SQSTM_HUMAN;CCND3_HUMAN;MCU_HUMAN;LIN52_HUMAN;MAPK2_HUMAN"	"45/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05167"	"Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"186/17829"	2.15189873417722	1.04324415278479	7.92877212586597e-06	0.00268785375066856	2.06269906084116	"CDK4_HUMAN;CDK6_HUMAN;IKKA_HUMAN;CTNB1_HUMAN;HIF1A_HUMAN;HLAB_HUMAN;HLAE_HUMAN;HLAF_HUMAN;RASH_HUMAN;ICAM1_HUMAN;IFN14_HUMAN;IFN16_HUMAN;IL6RB_HUMAN;IRF3_HUMAN;JAK1_HUMAN;RASK_HUMAN;LYN_HUMAN;MLP3C_HUMAN;NFAC1_HUMAN;RASN_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;GBG12_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;E2AK2_HUMAN;PREX1_HUMAN;BAK_HUMAN;RAC1_HUMAN;RB_HUMAN;GBB4_HUMAN;MP3B2_HUMAN;ATG3_HUMAN;STAT3_HUMAN;TLR3_HUMAN;UBB_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CASP9_HUMAN;MLP3A_HUMAN;P55G_HUMAN;BECN1_HUMAN;MAPK2_HUMAN"	"51/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05022"	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"	"452/17829"	3.9662447257384	2.53519546805766	5.46328340570414e-05	0.018520530745337	1.56447294723871	"CASPC_HUMAN;ACTY_HUMAN;OPTN_HUMAN;SGMR1_HUMAN;TBB3_HUMAN;ACM3_HUMAN;PARK7_HUMAN;LRRK2_HUMAN;COX41_HUMAN;CX6A1_HUMAN;COX6C_HUMAN;CX7A1_HUMAN;CTNB1_HUMAN;DVL1_HUMAN;ATF6A_HUMAN;GNAQ_HUMAN;GPX1_HUMAN;GPX3_HUMAN;NMDE2_HUMAN;ADT3_HUMAN;PI3R4_HUMAN;HIP1_HUMAN;RASH_HUMAN;TBB8_HUMAN;A4_HUMAN;NDUS7_HUMAN;KLC1_HUMAN;RASK_HUMAN;M3K5_HUMAN;MLP3C_HUMAN;NDUA4_HUMAN;NDUB5_HUMAN;NDUC2_HUMAN;NDUS3_HUMAN;AT2A1_HUMAN;AT2A3_HUMAN;RASN_HUMAN;ATPB_HUMAN;DCTN4_HUMAN;UB2J1_HUMAN;PDYN_HUMAN;PPID_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;NDUAC_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;PSN2_HUMAN;PSA1_HUMAN;PSB1_HUMAN;PSB2_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;PSMD7_HUMAN;PSMD8_HUMAN;PSMD9_HUMAN;ALS2_HUMAN;BAK_HUMAN;RAC1_HUMAN;B2CL1_HUMAN;ATGA1_HUMAN;ATX2_HUMAN;SDHA_HUMAN;MP3B2_HUMAN;SODC_HUMAN;UBB_HUMAN;UB2G1_HUMAN;UB2G2_HUMAN;QCR1_HUMAN;TBAL3_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;SPTCS_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CAN1_HUMAN;FZD1_HUMAN;CASP7_HUMAN;TM40L_HUMAN;CASP9_HUMAN;MLP3A_HUMAN;BECN1_HUMAN;SQSTM_HUMAN;MCU_HUMAN;VAPB_HUMAN;ATX3L_HUMAN;RBCC1_HUMAN;FIG4_HUMAN"	"94/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04371"	"Apelin signaling pathway - Homo sapiens (human)"	"138/17829"	1.60337552742616	0.77401985529194	0.000112928788235869	0.0382828592119597	2.07149146945515	"PRGC1_HUMAN;ADCY9_HUMAN;AGTR1_HUMAN;APJ_HUMAN;ADCY4_HUMAN;RRAS2_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAQ_HUMAN;PI3R4_HUMAN;RASH_HUMAN;RASK_HUMAN;LIPS_HUMAN;SMAD2_HUMAN;MEF2D_HUMAN;MLP3C_HUMAN;RASN_HUMAN;AAKB1_HUMAN;ADCYA_HUMAN;MK01_HUMAN;MK03_HUMAN;GBG12_HUMAN;MP2K2_HUMAN;GBB4_HUMAN;MP3B2_HUMAN;NAC3_HUMAN;SL9A1_HUMAN;UCP1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;MLP3A_HUMAN;BECN1_HUMAN"	"38/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04015"	"Rap1 signaling pathway - Homo sapiens (human)"	"208/17829"	2.06751054852321	1.16663862246901	0.000347045867668884	0.117648549139752	1.77219449853944	"RPGF4_HUMAN;ADCY9_HUMAN;CNR1_HUMAN;CTNB1_HUMAN;CTND1_HUMAN;EFNA3_HUMAN;ADCY4_HUMAN;FGF10_HUMAN;MAGI3_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAQ_HUMAN;ANGP1_HUMAN;RPGF1_HUMAN;NMDE2_HUMAN;RASH_HUMAN;ID1_HUMAN;ITB1_HUMAN;VGFR2_HUMAN;RASK_HUMAN;SCF_HUMAN;RASN_HUMAN;PGFRB_HUMAN;PROF2_HUMAN;PLGF_HUMAN;MK01_HUMAN;MK03_HUMAN;MP2K2_HUMAN;RAC1_HUMAN;SIPA1_HUMAN;TIE2_HUMAN;TLN1_HUMAN;VASP_HUMAN;VEGFC_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;PAR6B_HUMAN;P55G_HUMAN;FGF16_HUMAN;PAR4_HUMAN;LPAR2_HUMAN;BCAR1_HUMAN;RPGF5_HUMAN"	"49/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04014"	"Ras signaling pathway - Homo sapiens (human)"	"232/17829"	2.23628691983122	1.30125077121544	0.000349323101965736	0.118420531566385	1.71856721955478	"RASL2_HUMAN;PLAT3_HUMAN;IKKA_HUMAN;EFNA3_HUMAN;ETS1_HUMAN;ETS2_HUMAN;FGF10_HUMAN;RRAS2_HUMAN;ANGP1_HUMAN;NMDE2_HUMAN;RASH_HUMAN;VGFR2_HUMAN;RASK_HUMAN;SCF_HUMAN;NF1_HUMAN;RASN_HUMAN;NTF4_HUMAN;PAK2_HUMAN;PGFRB_HUMAN;PLGF_HUMAN;PA2GA_HUMAN;MK01_HUMAN;MK03_HUMAN;GBG12_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;PAK5_HUMAN;RGPA2_HUMAN;PTN11_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN;RAC1_HUMAN;GBB4_HUMAN;B2CL1_HUMAN;RASL3_HUMAN;SOS2_HUMAN;TIE2_HUMAN;VEGFC_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;PG12A_HUMAN;PG12B_HUMAN;P55G_HUMAN;FGF16_HUMAN;SYGP1_HUMAN;RPGF5_HUMAN"	"53/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05163"	"Human cytomegalovirus infection - Homo sapiens (human)"	"217/17829"	2.10970464135021	1.21711817824892	0.000456439229584079	0.154732898829003	1.73336055532871	"CDK4_HUMAN;CDK6_HUMAN;IKKA_HUMAN;ADCY9_HUMAN;CTNB1_HUMAN;ADCY4_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAQ_HUMAN;HLAB_HUMAN;HLAE_HUMAN;HLAF_HUMAN;RASH_HUMAN;STING_HUMAN;IFN14_HUMAN;IFN16_HUMAN;IRF3_HUMAN;JAK1_HUMAN;RASK_HUMAN;CC4L_HUMAN;NFAC1_HUMAN;RASN_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;GBG12_HUMAN;MP2K2_HUMAN;B2MG_HUMAN;PE2R2_HUMAN;BAK_HUMAN;RAC1_HUMAN;RB_HUMAN;GBB4_HUMAN;SOS2_HUMAN;STAT3_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALR_HUMAN;CASP9_HUMAN;P55G_HUMAN;ARHG1_HUMAN;ROCK2_HUMAN;CC4L_HUMAN;BCAR1_HUMAN"	"50/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05010"	"Alzheimer disease - Homo sapiens (human)"	"365/17829"	3.16455696202532	2.04722642885187	0.000471561069049704	0.159859202407849	1.54577770071094	"CASPC_HUMAN;TBB3_HUMAN;ACM3_HUMAN;IKKA_HUMAN;COX41_HUMAN;CX6A1_HUMAN;COX6C_HUMAN;CX7A1_HUMAN;CTNB1_HUMAN;DVL1_HUMAN;ATF6A_HUMAN;BACE1_HUMAN;GNAQ_HUMAN;NMDE2_HUMAN;ADT3_HUMAN;PI3R4_HUMAN;RASH_HUMAN;IDE_HUMAN;TBB8_HUMAN;APOE_HUMAN;A4_HUMAN;NDUS7_HUMAN;KLC1_HUMAN;RASK_HUMAN;LRP1_HUMAN;M3K5_HUMAN;NDUA4_HUMAN;NDUB5_HUMAN;NDUC2_HUMAN;NDUS3_HUMAN;AT2A1_HUMAN;AT2A3_HUMAN;RASN_HUMAN;ATPB_HUMAN;PPID_HUMAN;PP2BC_HUMAN;S39A4_HUMAN;MK01_HUMAN;MK03_HUMAN;NDUAC_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;E2AK2_HUMAN;PSN2_HUMAN;PSA1_HUMAN;PSB1_HUMAN;PSB2_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;PSMD7_HUMAN;PSMD8_HUMAN;RTN4_HUMAN;PSMD9_HUMAN;ATGA1_HUMAN;SDHA_HUMAN;ADA17_HUMAN;QCR1_HUMAN;TBAL3_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CAN1_HUMAN;FZD1_HUMAN;CASP7_HUMAN;CASP9_HUMAN;P55G_HUMAN;BECN1_HUMAN;MCU_HUMAN;RBCC1_HUMAN"	"75/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04910"	"Insulin signaling pathway - Homo sapiens (human)"	"138/17829"	1.47679324894515	0.77401985529194	0.000722422784377869	0.244901323904098	1.907952669235	"FLOT1_HUMAN;PRGC1_HUMAN;G6PC1_HUMAN;MKNK2_HUMAN;RPGF1_HUMAN;HXK3_HUMAN;ACACB_HUMAN;RASH_HUMAN;RASK_HUMAN;LIPS_HUMAN;RASN_HUMAN;PCKGC_HUMAN;KPB2_HUMAN;KPYR_HUMAN;PPR3D_HUMAN;AAKB1_HUMAN;MK01_HUMAN;MK03_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;PTPRF_HUMAN;SOS2_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;P55G_HUMAN;SOCS3_HUMAN;G6PC3_HUMAN;CIP4_HUMAN"	"35/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04141"	"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"168/17829"	1.68776371308017	0.94228504122497	0.000952151349578097	0.322779307506975	1.79113924050633	"CASPC_HUMAN;PDIA6_HUMAN;UBE4B_HUMAN;SC24B_HUMAN;HS105_HUMAN;MA1A2_HUMAN;OS9_HUMAN;ERP29_HUMAN;CKAP4_HUMAN;DAD1_HUMAN;OST48_HUMAN;ATF6A_HUMAN;GANAB_HUMAN;TRAM1_HUMAN;AMFR_HUMAN;HS90B_HUMAN;LMAN1_HUMAN;MA1A1_HUMAN;M3K5_HUMAN;UBXN1_HUMAN;UB2J1_HUMAN;UB2D4_HUMAN;MK09_HUMAN;MK10_HUMAN;E2AK2_HUMAN;SAR1A_HUMAN;BAK_HUMAN;DNJC1_HUMAN;ENPL_HUMAN;UB2D3_HUMAN;UB2G1_HUMAN;UB2G2_HUMAN;EDEM3_HUMAN;CALR_HUMAN;CALX_HUMAN;CAN1_HUMAN;DNJ5B_HUMAN;MBTP1_HUMAN;RN185_HUMAN;ATX3L_HUMAN;PDIA4_HUMAN"	"40/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04022"	"cGMP-PKG signaling pathway - Homo sapiens (human)"	"169/17829"	1.68776371308017	0.947893880756072	0.00100635524850348	0.341154429242681	1.78054078346191	"MYL9_HUMAN;ADCY9_HUMAN;ADA2B_HUMAN;ADRB3_HUMAN;AGTR1_HUMAN;ADCY4_HUMAN;AT1B4_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAQ_HUMAN;ADT3_HUMAN;GTF2I_HUMAN;KCMB1_HUMAN;KNG1_HUMAN;MEF2D_HUMAN;MYH6_HUMAN;MYPT1_HUMAN;AT1A2_HUMAN;NFAC1_HUMAN;AT1A3_HUMAN;ATNG_HUMAN;AT2A1_HUMAN;ANFC_HUMAN;AT2A3_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;MP2K2_HUMAN;NAC3_HUMAN;VASP_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;ROCK2_HUMAN;GT2D1_HUMAN"	"40/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05214"	"Glioma - Homo sapiens (human)"	"78/17829"	0.970464135021097	0.437489483425879	0.00136301529839509	0.462062186155937	2.2182570593963	"CDK4_HUMAN;CDK6_HUMAN;GA45G_HUMAN;RASH_HUMAN;RASK_HUMAN;GA45B_HUMAN;RASN_HUMAN;PGFRB_HUMAN;MK01_HUMAN;MK03_HUMAN;MP2K2_HUMAN;BAK_HUMAN;RB_HUMAN;SOS2_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;P55G_HUMAN"	"23/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05012"	"Parkinson disease - Homo sapiens (human)"	"248/17829"	2.23628691983122	1.39099220371305	0.00137537059470371	0.466250631604557	1.60769191506737	"TBB3_HUMAN;PARK7_HUMAN;LRRK2_HUMAN;COX41_HUMAN;CX6A1_HUMAN;COX6C_HUMAN;CX7A1_HUMAN;ATF6A_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;ADT3_HUMAN;TBB8_HUMAN;NDUS7_HUMAN;KLC1_HUMAN;M3K5_HUMAN;NDUA4_HUMAN;NDUB5_HUMAN;NDUC2_HUMAN;NDUS3_HUMAN;ATPB_HUMAN;UB2J1_HUMAN;S39A4_HUMAN;NDUAC_HUMAN;MK09_HUMAN;MK10_HUMAN;PSA1_HUMAN;PSB1_HUMAN;PSB2_HUMAN;PSB7_HUMAN;PRS6B_HUMAN;PSMD7_HUMAN;PSMD8_HUMAN;PSMD9_HUMAN;B2CL1_HUMAN;SDHA_HUMAN;SODC_HUMAN;THIO_HUMAN;UBB_HUMAN;UB2G1_HUMAN;UB2G2_HUMAN;QCR1_HUMAN;TBAL3_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CASP9_HUMAN;MCU_HUMAN;KEAP1_HUMAN"	"53/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05133"	"Pertussis - Homo sapiens (human)"	"80/17829"	0.970464135021097	0.448707162488081	0.00158364225350879	0.536854723939481	2.16280063291139	"GNAI1_HUMAN;GNAI2_HUMAN;IRF8_HUMAN;IRF3_HUMAN;ITA5_HUMAN;ITB1_HUMAN;MK01_HUMAN;MK03_HUMAN;MK09_HUMAN;MK10_HUMAN;IC1_HUMAN;C1R_HUMAN;CO2_HUMAN;C4BPB_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CASP7_HUMAN"	"23/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05200"	"Pathways in cancer - Homo sapiens (human)"	"509/17829"	3.9662447257384	2.85489932133042	0.00223342327350303	0.757130489717526	1.38927656611375	"CDK2_HUMAN;CDK4_HUMAN;CDK6_HUMAN;GA45G_HUMAN;EGLN2_HUMAN;IKKA_HUMAN;ADCY9_HUMAN;CO4A2_HUMAN;CTNB1_HUMAN;NQO1_HUMAN;AGTR1_HUMAN;DVL1_HUMAN;ADCY4_HUMAN;EPO_HUMAN;ETS1_HUMAN;FGF10_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAQ_HUMAN;DLL1_HUMAN;HIF1A_HUMAN;RASH_HUMAN;HES1_HUMAN;HS90B_HUMAN;IFN14_HUMAN;IFN16_HUMAN;IFNG_HUMAN;IL6RB_HUMAN;I13R1_HUMAN;ITB1_HUMAN;JAK1_HUMAN;KIF7_HUMAN;KNG1_HUMAN;RASK_HUMAN;LAMB2_HUMAN;LAMC2_HUMAN;SMAD2_HUMAN;SCF_HUMAN;MGST3_HUMAN;MSH3_HUMAN;GA45B_HUMAN;NFKB2_HUMAN;NOTC1_HUMAN;NOTC4_HUMAN;RASN_HUMAN;PGFRB_HUMAN;PLGF_HUMAN;PML_HUMAN;MK01_HUMAN;MK03_HUMAN;GBG12_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;PE2R2_HUMAN;PKHG5_HUMAN;BAK_HUMAN;RAC1_HUMAN;RAD51_HUMAN;RB_HUMAN;GBB4_HUMAN;B2CL1_HUMAN;BCR_HUMAN;RXRA_HUMAN;BMP2_HUMAN;GSTT2_HUMAN;SOS2_HUMAN;BRCA2_HUMAN;STAT3_HUMAN;STA5B_HUMAN;TGFB1_HUMAN;ENPL_HUMAN;TRXR1_HUMAN;VEGFC_HUMAN;ZBT17_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;FZD1_HUMAN;CASP7_HUMAN;CASP9_HUMAN;P55G_HUMAN;FGF16_HUMAN;CCND3_HUMAN;PAR4_HUMAN;ARHG1_HUMAN;LPAR2_HUMAN;ROCK2_HUMAN;KEAP1_HUMAN"	"94/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04137"	"Mitophagy - animal - Homo sapiens (human)"	"68/17829"	0.843881856540084	0.381401088114869	0.00225390014393888	0.764072148795279	2.21258376768429	"OPTN_HUMAN;RRAS2_HUMAN;GBRL1_HUMAN;HIF1A_HUMAN;RASH_HUMAN;RASK_HUMAN;MLP3C_HUMAN;RASN_HUMAN;MK09_HUMAN;MK10_HUMAN;B2CL1_HUMAN;MP3B2_HUMAN;BNI3L_HUMAN;UBB_HUMAN;RAB7A_HUMAN;TBC17_HUMAN;MLP3A_HUMAN;BECN1_HUMAN;SQSTM_HUMAN;UBP8_HUMAN;UBP15_HUMAN"	"20/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05170"	"Human immunodeficiency virus 1 infection - Homo sapiens (human)"	"200/17829"	1.85654008438819	1.1217679062202	0.00228761207829474	0.775500494541917	1.65501265822785	"TAB1_HUMAN;CHK1_HUMAN;IKKA_HUMAN;GNAI1_HUMAN;GNAI2_HUMAN;GNAQ_HUMAN;HLAB_HUMAN;HLAE_HUMAN;HLAF_HUMAN;RASH_HUMAN;STING_HUMAN;IFN14_HUMAN;IFN16_HUMAN;IRF3_HUMAN;RASK_HUMAN;ATM_HUMAN;NFAC1_HUMAN;RASN_HUMAN;PAK2_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;GBG12_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;B2MG_HUMAN;PAK5_HUMAN;BAK_HUMAN;RAC1_HUMAN;GBB4_HUMAN;B2CL1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALR_HUMAN;CASP9_HUMAN;P55G_HUMAN;AP1S2_HUMAN"	"44/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05131"	"Shigellosis - Homo sapiens (human)"	"230/17829"	2.06751054852321	1.29003309215323	0.00234740585177169	0.795770583750602	1.6026802421574	"ARP3_HUMAN;ML12B_HUMAN;MYL9_HUMAN;TAB1_HUMAN;ARC1A_HUMAN;ML12A_HUMAN;RRAGA_HUMAN;PLCD3_HUMAN;IKKA_HUMAN;DOCK1_HUMAN;FNBP1_HUMAN;SEPT6_HUMAN;TAB3_HUMAN;PI3R4_HUMAN;HXK3_HUMAN;STING_HUMAN;ILK_HUMAN;IRF3_HUMAN;ITA5_HUMAN;ITB1_HUMAN;ARF1_HUMAN;MLP3C_HUMAN;ATM_HUMAN;UB2D4_HUMAN;PROF2_HUMAN;PPID_HUMAN;FBP1L_HUMAN;MK01_HUMAN;MK03_HUMAN;MK09_HUMAN;MK10_HUMAN;RRAGD_HUMAN;RAC1_HUMAN;B2CL1_HUMAN;MP3B2_HUMAN;TLN1_HUMAN;TLR5_HUMAN;UBB_HUMAN;UB2D3_HUMAN;CAN1_HUMAN;MLP3A_HUMAN;P55G_HUMAN;BECN1_HUMAN;RIPK2_HUMAN;SQSTM_HUMAN;BCL10_HUMAN;CYH2_HUMAN;CYH1_HUMAN;ROCK2_HUMAN;BCAR1_HUMAN"	"49/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05171"	"Coronavirus disease - COVID-19 - Homo sapiens (human)"	"216/17829"	1.9831223628692	1.21150933871782	0.00235905594804376	0.799719966386836	1.63690225035162	"IKKA_HUMAN;HBEGF_HUMAN;AGTR1_HUMAN;F13A_HUMAN;DDX58_HUMAN;STING_HUMAN;IFN14_HUMAN;IFN16_HUMAN;IL6RB_HUMAN;IRF3_HUMAN;JAK1_HUMAN;RL10A_HUMAN;RLP24_HUMAN;TLR7_HUMAN;MK01_HUMAN;MK03_HUMAN;MK09_HUMAN;MK10_HUMAN;E2AK2_HUMAN;RL6_HUMAN;RL7A_HUMAN;RL12_HUMAN;RL22_HUMAN;RL24_HUMAN;RL27_HUMAN;RL28_HUMAN;RL36L_HUMAN;RL37A_HUMAN;RL38_HUMAN;RLA2_HUMAN;RS2_HUMAN;RS4X_HUMAN;RS9_HUMAN;RS12_HUMAN;RS13_HUMAN;RS15_HUMAN;RS17_HUMAN;RS20_HUMAN;RS23_HUMAN;RS25_HUMAN;RS27_HUMAN;STAT3_HUMAN;ADA17_HUMAN;TLR3_HUMAN;C1R_HUMAN;CO2_HUMAN;C5AR1_HUMAN;P55G_HUMAN"	"47/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa05132"	"Salmonella infection - Homo sapiens (human)"	"236/17829"	2.10970464135021	1.32368612933984	0.00261870754461379	0.887741857624075	1.59381034112851	"ARP3_HUMAN;ACTY_HUMAN;TBB3_HUMAN;ML12B_HUMAN;MYL9_HUMAN;TAB1_HUMAN;ARC1A_HUMAN;ML12A_HUMAN;NCKP1_HUMAN;SNX18_HUMAN;IKKA_HUMAN;DYL2_HUMAN;CTNB1_HUMAN;DYHC1_HUMAN;DYN2_HUMAN;FLNC_HUMAN;PKHM2_HUMAN;TAB3_HUMAN;RASH_HUMAN;HS90B_HUMAN;TBB8_HUMAN;ARF1_HUMAN;KLC1_HUMAN;RHOB_HUMAN;DCTN4_HUMAN;SNX9_HUMAN;DC2L1_HUMAN;PROF2_HUMAN;MK01_HUMAN;MK03_HUMAN;MK09_HUMAN;MK10_HUMAN;MP2K2_HUMAN;RHOJ_HUMAN;VPS18_HUMAN;BAK_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN;RAC1_HUMAN;S10AA_HUMAN;TLR5_HUMAN;ENPL_HUMAN;THIO_HUMAN;RAB7A_HUMAN;TBAL3_HUMAN;DLRB1_HUMAN;CASP7_HUMAN;RIPK2_HUMAN;CYH2_HUMAN;CYH1_HUMAN;ROCK2_HUMAN"	"50/2370"
"EHD3"	"correlated"	"KEGG"	"path:hsa04625"	"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"110/17829"	1.18143459915612	0.616972348421112	0.00279260316927947	0.946692474385739	1.91489067894131	"IKKA_HUMAN;PLK3_HUMAN;FCERG_HUMAN;RRAS2_HUMAN;RASH_HUMAN;CLC4D_HUMAN;RASK_HUMAN;NFAC1_HUMAN;NFKB2_HUMAN;RASN_HUMAN;PP2BC_HUMAN;MK01_HUMAN;MK03_HUMAN;MK09_HUMAN;MK10_HUMAN;PTN11_HUMAN;BCL3_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM3_HUMAN;CALM1_HUMAN;CALM2_HUMAN;P55G_HUMAN;BCL10_HUMAN;MAPK2_HUMAN"	"28/2370"
