"component"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"PC1"	"GO_MF"	"1990837"	"sequence-specific double-stranded DNA binding "	32	599	167	6132	5.17529215358932	2.72341813437704	0.00133220991828645	0.227141791067839	1.9002929033419	"O15156;O43186;O43474;O43680;O60481;O75444;P05412;P15336;P17481;P17676;P19419;P22736;P23759;P28347;P41162;P50219;P52738;P56693;P78411;Q00978;Q01892;Q02577;Q04741;Q06945;Q15306;Q96KN3;Q99612;Q9C0K0;O15370;Q8N8Y5;P0CG40;Q5T5D7"
"PC1"	"GO_MF"	"0046872"	"metal ion binding "	105	599	802	6132	17.3622704507513	13.0789302022179	0.00304540291553724	0.346160798066066	1.32749928184547	"O00746;O14786;O15156;O43286;O60304;O60481;O75152;O75362;O95396;P05556;P0DPH7;P0DPH8;P10074;P13637;P15336;P20702;P21917;P22735;P25800;P26651;P28340;P30679;P35227;P35637;P41240;P46100;P51955;P52738;P52744;P56270;P78563;Q05516;Q08499;Q09013;Q13444;Q13946;Q14644;Q16342;Q16851;Q5VST9;Q86XN8;Q8IYY4;Q8NA42;Q8NDQ6;Q8NES3;Q8TAU3;Q8TB92;Q8TCT1;Q8TDI0;Q8WWF5;Q96D59;Q96F45;Q96H86;Q96HC4;Q96I27;Q96SQ5;Q99612;Q9BVA1;Q9BVS4;Q9C0K0;Q9HBL0;Q9NQA5;Q9NZ20;Q9P0P0;O75346;P17032;P17035;P17038;Q0D2J5;Q6ECI4;Q6ZN55;Q7Z340;Q86Y25;Q8N8Y5;Q92610;Q96EY9;Q96SL8;A6NJL1;B4DU55;O75373;P0CG40;P10075;Q0VGE8;Q5JVG8;Q5T5D7;Q5VIY5;Q5VTM2;Q68DI1;Q6AHZ1;Q6IQ21;Q6ZMW2;Q6ZNG1;Q86XN6;Q8IYB9;Q8N823;Q8TF32;Q96QA6;Q9H8G1;Q9HCZ1;Q9P255;B7Z6K7;E7ETH6;P0CJ79;P0DPD5;Q96IR2"
"PC2"	"GO_MF"	"0045296"	"cadherin binding "	35	620	194	6132	5.48387096774194	3.16373124592303	0.00325747264629665	1	1.73335550382441	"P04075;P05556;P0DMV8;P14923;P15880;P29692;P31946;P33151;P35222;P35241;P50402;P50990;Q01082;Q02878;Q05682;Q06124;Q08378;Q08379;Q13813;Q13873;Q14847;Q15149;Q15365;Q15599;Q32MZ4;Q5T0N5;Q7KZF4;Q7L1Q6;Q86SQ0;Q86UP0;Q96DB9;Q99439;Q9C0C2;Q9NQC3;Q9NWB6"
"PC2"	"GO_MF"	"0046332"	"SMAD binding "	11	620	36	6132	1.61290322580645	0.587084148727984	0.00718301748214528	1	2.74731182795699	"P08123;P12755;P17844;P35222;P50616;P62942;P98082;Q15796;Q6ZNA4;Q96AC1;Q96QR8"
"PC1"	"GO_MF"	"0008083"	"growth factor activity "	12	599	44	6132	1.83639398998331	0.717547292889759	0.00749727332520597	0.625762814497388	2.55926544240401	"O60258;O94907;P01019;P04155;P05019;P09529;P21741;P35070;Q12805;Q16674;Q99075;O60234"
"PC3"	"GO_MF"	"0015171"	"amino acid transmembrane transporter activity "	5	617	8	6132	0.648298217179903	0.130463144161774	0.0182215828163815	1	4.96920583468396	"P31641;Q15758;Q7Z2H8;Q96QD8;Q9NSD5"
"PC1"	"GO_MF"	"0005179"	"hormone activity "	7	599	19	6132	1.0016694490818	0.309849967384214	0.0188850438856732	0.860447068266309	3.2327563482998	"O76061;P01019;P05019;P09529;P09683;Q6NT52;Q9UJH8"
"PC1"	"GO_MF"	"0003700"	"DNA-binding transcription factor activity "	26	599	153	6132	4.17362270450751	2.49510763209393	0.0214480940770194	0.860447068266309	1.67272251137517	"O43186;O43474;O60481;O75362;P05412;P10074;P15336;P17676;P19419;P23511;P23759;P24468;P28347;P42229;P48431;P56693;Q00978;Q06945;Q15306;Q8NA42;Q9C0K0;Q9Y4A8;P17032;P35789;Q0D2J5;Q03938"
"PC2"	"GO_MF"	"0003924"	"GTPase activity "	24	620	136	6132	3.70967741935484	2.21787345075016	0.0243396349006199	1	1.67262808349146	"O43236;P04899;P07437;P08240;P29992;P50151;P50570;P51148;P51149;P51153;P61020;P61204;P62491;P63000;P63096;P68371;Q03113;Q15029;Q7L523;Q96A58;Q9H0U4;Q9P0V9;Q9UPQ3;Q9Y227"
"PC1"	"GO_MF"	"0048019"	"receptor antagonist activity "	5	599	10	6132	0.667779632721202	0.163078930202218	0.0291877679195414	1	4.09482470784641	"O94907;P0CJ70;P0CJ71;P0CJ73;P0CJ77"
"PC3"	"GO_MF"	"0000149"	"SNARE binding "	8	617	27	6132	1.13452188006483	0.440313111545988	0.029828683427468	1	2.5766252476139	"O14662;O60499;P37840;P63027;Q12846;Q13492;Q86Y82;Q8WVH0"
"PC2"	"GO_MF"	"0003779"	"actin binding "	21	620	117	6132	3.2258064516129	1.90802348336595	0.0337612320292845	1	1.69065343258892	"O43312;O43491;P04075;P05556;P35241;P50402;Q00839;Q01082;Q04917;Q05682;Q13813;Q14019;Q765P7;Q86T65;Q96AC1;Q96DB9;Q96QT4;Q99439;Q9P0K7;P60983;Q9P1U1"
"PC2"	"GO_MF"	"0017124"	"SH3 domain binding "	13	620	61	6132	1.93548387096774	0.994781474233529	0.0382152298406236	1	1.94563722897938	"O43184;P46108;P50570;P56945;P62993;Q05209;Q13443;Q14185;Q8TED9;Q96D71;Q9H2Y7;Q9P2Y5;Q9UJC5"
"PC2"	"GO_MF"	"0003714"	"transcription corepressor activity "	17	620	90	6132	2.58064516129032	1.46771037181996	0.039327117064067	1	1.75827956989247	"O43439;O75629;P0DMV8;P48552;P50616;Q00839;Q04725;Q07021;Q13547;Q15326;Q15637;Q8IX12;Q8IXQ6;Q96AQ6;Q96ST3;Q99471;Q9P2R6"
"PC3"	"GO_MF"	"0003925"	"G protein activity "	8	617	29	6132	1.13452188006483	0.472928897586432	0.0395977362456433	1	2.39892695467501	"P10114;P11234;P51149;P60953;P61586;P62826;Q96A58;Q9H0U4"
"PC2"	"GO_MF"	"0003925"	"G protein activity "	8	620	29	6132	1.12903225806452	0.472928897586432	0.0404193919737594	1	2.387319243604	"P29992;P51148;P51149;P61020;P62491;P63000;Q96A58;Q9H0U4"
"PC2"	"GO_MF"	"0070888"	"E-box binding "	6	620	17	6132	0.806451612903226	0.27723418134377	0.0437537974048621	1	2.90891840607211	"O43623;P15884;P20393;P35869;Q13547;Q14469"
"PC3"	"GO_MF"	"0003779"	"actin binding "	20	617	117	6132	3.07941653160454	1.90802348336595	0.0493034205161644	1	1.61393010015376	"P06396;P18206;P37840;P45379;P52907;P61158;P61160;Q03001;Q13884;Q7L5Y9;Q86TU7;Q8IZ21;Q8NF91;Q969V6;Q96IZ0;Q96JY6;Q9H269;Q9NVD7;Q9UPN3;A6NGB9"
"PC1"	"KEGG_pathway"	"hsa05168"	"Herpes simplex virus 1 infection - Homo sapiens (human)"	39	599	165	6132	6.34390651085142	2.69080234833659	6.43399197215703e-06	0.00189802763178632	2.35762634694187	"O75373;Q00978;Q0VGE8;Q5T5D7;Q8TAU3;Q8IYB9;Q6ZMW2;Q6ZNG1;Q8NA42;Q8NDQ6;Q8TF32;Q68DI1;Q0D2J5;Q86Y25;P05015;B4DU55;P0CJ79;Q86XN6;Q6ECI4;Q5JVG8;Q9HCZ1;O75346;Q9P255;B7Z6K7;P17035;P17032;P17038;Q03938;P52738;O43345;Q9H8G1;Q8N823;P35789;Q96SQ5;Q13242;Q7Z340;Q5VIY5;Q96IR2;Q96H86"
"PC2"	"KEGG_pathway"	"hsa04360"	"Axon guidance - Homo sapiens (human)"	19	620	78	6132	2.90322580645161	1.2720156555773	0.00329385239383239	0.984861865755886	2.28238213399504	"P19105;Q16555;P52799;Q8IZJ1;P63096;P04899;P05556;P19174;O43157;P63098;P28482;Q9NS98;Q06124;P63000;Q9HB63;P48061;Q13873;Q13591;O75116"
"PC2"	"KEGG_pathway"	"hsa04670"	"Leukocyte transendothelial migration - Homo sapiens (human)"	15	620	57	6132	2.25806451612903	0.929549902152642	0.00525649331239586	1	2.42920203735144	"P33151;P19105;Q8WZA2;P35222;P63096;P04899;P05556;P19174;Q06124;P63000;P48061;P04216;P19320;O75116;P56945"
"PC2"	"KEGG_pathway"	"hsa05200"	"Pathways in cancer - Homo sapiens (human)"	39	620	233	6132	6.12903225806452	3.79973907371168	0.00664527271509528	1	1.61301398310951	"P08572;P46108;P35222;P30556;Q03112;P05230;P11362;P29992;Q03113;P63096;P04899;P50151;P62993;Q13547;Q14469;P40189;P05556;P14923;O15230;P11047;Q15796;Q00653;P46531;P09619;P19174;P28482;P35408;P63000;P10415;Q07817;P19793;P48061;Q07890;P40763;P51692;P14625;P0DP25;Q13772;O75116"
"PC2"	"KEGG_pathway"	"hsa04151"	"PI3K-Akt signaling pathway - Homo sapiens (human)"	26	620	144	6132	4.03225806451613	2.34833659491194	0.0139301084953362	1	1.71706989247312	"Q16543;P08123;P08572;P0DML3;P05230;P11362;P50151;P62993;P05556;P26012;O15230;P11047;P09619;Q13362;Q16512;P28482;P63000;P10415;Q07817;P19793;Q07890;Q02763;P14625;P31946;Q04917;P53708"
"PC2"	"KEGG_pathway"	"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	12	620	48	6132	1.7741935483871	0.782778864970646	0.0193685873474892	1	2.26653225806452	"P08123;P08572;P30556;Q15796;Q9NPH5;P19174;P28482;P63000;P10415;P40763;P51692;P19320"
"PC2"	"KEGG_pathway"	"hsa04935"	"Growth hormone synthesis, secretion and action - Homo sapiens (human)"	12	620	52	6132	1.7741935483871	0.848010437051533	0.0274757432695053	1	2.09218362282878	"P46108;P0DML3;P29992;P63096;P04899;P62993;P19174;P28482;Q07890;P40763;P51692;P56945"
"PC2"	"KEGG_pathway"	"hsa04810"	"Regulation of actin cytoskeleton - Homo sapiens (human)"	21	620	116	6132	3.2258064516129	1.89171559034573	0.0329506393521303	1	1.70522803114572	"P19105;Q9Y2A7;P20309;P46108;Q14185;P05230;P11362;Q03113;P05556;P26012;P09619;P28482;Q9P1U1;P63000;P35241;P48061;Q07890;P62328;P53708;O75116;P56945"
"PC2"	"KEGG_pathway"	"hsa04062"	"Chemokine signaling pathway - Homo sapiens (human)"	15	620	72	6132	2.25806451612903	1.17416829745597	0.0344736883474084	1	1.92311827956989	"P46108;P63096;P04899;P50151;P62993;P19174;P28482;P63000;O00175;P48061;Q07890;P40763;P51692;O75116;P56945"
"PC2"	"KEGG_pathway"	"hsa05163"	"Human cytomegalovirus infection - Homo sapiens (human)"	19	620	102	6132	2.90322580645161	1.66340508806262	0.0350247847575721	1	1.74535104364326	"P46108;P35222;P29992;Q03113;P63096;P04899;P50151;P62993;Q86WV6;P63098;P28482;P35408;P63000;P48061;Q07890;P40763;P0DP25;O75116;P56945"
"PC2"	"KEGG_pathway"	"hsa05145"	"Toxoplasmosis - Homo sapiens (human)"	10	620	42	6132	1.45161290322581	0.684931506849315	0.0458320211717488	1	2.11935483870968	"P63096;P04899;P0DMV8;P05556;O15230;P11047;P28482;P10415;Q07817;P40763"
"PC1"	"REACTOME_pathway"	"R-HSA-212436"	"Generic Transcription Pathway"	31	599	101	6132	5.17529215358932	1.6470971950424	2.57519360226775e-07	0.000201637659057565	3.14206846394155	"Q86XN6;Q8NDQ6;O75346;P52738;Q8IYB9;O60304;O75373;O43345;Q9P255;Q96I27;Q86Y25;Q6IQ21;P17032;Q6ZNG1;P17038;Q9HCZ1;Q6ZMW2;Q8TF32;P17035;Q9H8G1;P52744;Q5JVG8;Q8N823;Q5VIY5;Q96H86;Q96SQ5;Q7Z340;Q6ECI4;Q68DI1;Q5T5D7;Q8TAU3;Q8NA42"
"PC1"	"REACTOME_pathway"	"R-HSA-418594"	"G alpha (i) signalling events"	12	599	49	6132	2.00333889816361	0.799086757990868	0.00963877359512065	1	2.50703553541617	"P63218;P04001;O43603;Q9HBW0;Q7RTX0;O60755;P02776;Q9NS28;P61073;P63215;P01019;P21917;Q8NG41"
"PC2"	"REACTOME_pathway"	"R-HSA-9702518"	"STAT5 activation downstream of FLT3 ITD mutants"	4	620	7	6132	0.645161290322581	0.114155251141553	0.0132681836840426	1	5.65161290322581	"P51692;Q06124;Q9NPH5;Q07817;P62993"
"PC2"	"REACTOME_pathway"	"R-HSA-390471"	"Association of TriC/CCT with target proteins during biosynthesis"	6	620	18	6132	0.967741935483871	0.293542074363992	0.0178648720173405	1	3.29677419354839	"P57775;Q9UKT7;Q86WA8;P50990;O95302;Q9H1H9;P40763"
"PC2"	"REACTOME_pathway"	"R-HSA-9013106"	"RHOC GTPase cycle"	10	620	40	6132	1.61290322580645	0.652315720808871	0.0214066787463154	1	2.47258064516129	"P27105;O75116;Q07021;Q16512;P14923;P52565;Q96PE2;Q6NZI2;O75955;P49257;Q8TER5"
"PC2"	"REACTOME_pathway"	"R-HSA-186763"	"Downstream signal transduction"	6	620	19	6132	0.967741935483871	0.309849967384214	0.0217525223000932	1	3.123259762309	"Q06124;P56945;P09619;P19174;P51692;P46108;P40763"
"PC2"	"REACTOME_pathway"	"R-HSA-422356"	"Regulation of insulin secretion"	4	620	9	6132	0.645161290322581	0.146771037181996	0.0248379248344593	1	4.39569892473118	"P61764;O43865;Q8WZA2;P63096;P04899"
"PC2"	"REACTOME_pathway"	"R-HSA-201451"	"Signaling by BMP"	5	620	15	6132	0.806451612903226	0.244618395303327	0.029929746397508	1	3.29677419354839	"Q99717;Q13873;Q9BU40;Q12841;P12755;P61077"
"PC2"	"REACTOME_pathway"	"R-HSA-450385"	"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"	4	620	10	6132	0.645161290322581	0.163078930202218	0.0323354831505206	1	3.95612903225806	"P31946;Q07352;Q8IU60;P49137;Q5RKV6"
"PC2"	"REACTOME_pathway"	"R-HSA-8980692"	"RHOA GTPase cycle"	14	620	73	6132	2.25806451612903	1.19047619047619	0.0357012698851001	1	1.89677419354839	"P27105;Q16512;P49257;P14923;P52565;O75116;Q9Y4F1;Q07021;O75955;Q96PE2;Q6NZI2;Q9P2N2;Q8TER5;Q96HY6;Q7Z628"
"PC2"	"REACTOME_pathway"	"R-HSA-9013404"	"RAC2 GTPase cycle"	9	620	41	6132	1.45161290322581	0.668623613829093	0.0424890532961172	1	2.17104642014162	"Q9H3Q1;P05556;Q6ZW31;Q9Y2A7;P51149;Q14185;P49257;P50402;P52565;Q9UH62"
"PC3"	"REACTOME_pathway"	"R-HSA-5694530"	"Cargo concentration in the ER"	5	617	17	6132	0.810372771474878	0.27723418134377	0.0430477945078977	1	2.92306225569644	"P49257;P12259;Q8NI22;Q9Y6B6;O75396;Q9UBR2"
"PC2"	"REACTOME_pathway"	"R-HSA-2173796"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	6	620	24	6132	0.967741935483871	0.391389432485323	0.049629317943754	1	2.47258064516129	"Q16254;Q15796;P08123;P28482;Q13547;Q6ZNA4;Q14186"
