"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"EHD3"	"correlated"	"KEGG"	"path:hsa04144"	"Endocytosis - Homo sapiens (human)"	"241/17829"	2.86458333333333	1.35173032699534	0.0207241328478686	1	2.11919735477178	"ARH_HUMAN;HLAB_HUMAN;HLAF_HUMAN;HSP7C_HUMAN;MPRI_HUMAN;RAB5C_HUMAN;SMUF2_HUMAN;TGFR2_HUMAN;RUFY1_HUMAN;RB11A_HUMAN;CHMP7_HUMAN;IQEC1_HUMAN"	"11/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)"	"72/17829"	1.30208333333333	0.403836446239273	0.0212014822402132	1	3.22428385416667	"DAG1_HUMAN;ITA3_HUMAN;ITAV_HUMAN;ITB3_HUMAN;ITB5_HUMAN;ITB8_HUMAN"	"5/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa05418"	"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"140/17829"	1.82291666666667	0.785237534354142	0.0325360401727487	1	2.321484375	"CADH5_HUMAN;ITAV_HUMAN;ITB3_HUMAN;VGFR2_HUMAN;TPA_HUMAN;SUMO3_HUMAN;VCAM1_HUMAN;VEGFA_HUMAN"	"7/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa04390"	"Hippo signaling pathway - Homo sapiens (human)"	"144/17829"	1.82291666666667	0.807672892478546	0.0368206069685927	1	2.25699869791667	"FGF1_HUMAN;CRUM2_HUMAN;PP1A_HUMAN;BMP2_HUMAN;BMP7_HUMAN;TGFR2_HUMAN;ASPP2_HUMAN;CADH1_HUMAN"	"7/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa05410"	"Hypertrophic cardiomyopathy - Homo sapiens (human)"	"85/17829"	1.30208333333333	0.476751360143586	0.0381213881556644	1	2.73115808823529	"DAG1_HUMAN;ITA3_HUMAN;ITAV_HUMAN;ITB3_HUMAN;ITB5_HUMAN;ITB8_HUMAN"	"5/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa04612"	"Antigen processing and presentation - Homo sapiens (human)"	"59/17829"	1.04166666666667	0.33092153233496	0.0406414598753726	1	3.14777542372881	"HLAB_HUMAN;HLAF_HUMAN;HSP7C_HUMAN;TPSN_HUMAN;CALR_HUMAN"	"4/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa05222"	"Small cell lung cancer - Homo sapiens (human)"	"87/17829"	1.30208333333333	0.487969039205788	0.0412887104926101	1	2.66837284482759	"GA45A_HUMAN;ITA3_HUMAN;ITAV_HUMAN;LAMA5_HUMAN;LAMB2_HUMAN;B2CL1_HUMAN"	"5/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa05414"	"Dilated cardiomyopathy - Homo sapiens (human)"	"89/17829"	1.30208333333333	0.49918671826799	0.0446107022805905	1	2.60840941011236	"DAG1_HUMAN;ITA3_HUMAN;ITAV_HUMAN;ITB3_HUMAN;ITB5_HUMAN;ITB8_HUMAN"	"5/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa04350"	"TGF-beta signaling pathway - Homo sapiens (human)"	"89/17829"	1.30208333333333	0.49918671826799	0.0446107022805905	1	2.60840941011236	"BAMBI_HUMAN;SMAD6_HUMAN;SMUF2_HUMAN;BMP2_HUMAN;BMP7_HUMAN;TGFR2_HUMAN"	"5/384"
"EHD3"	"correlated"	"KEGG"	"path:hsa04218"	"Cellular senescence - Homo sapiens (human)"	"151/17829"	1.82291666666667	0.846934769196253	0.0451811120532659	1	2.1523696192053	"GA45A_HUMAN;HIPK2_HUMAN;HLAB_HUMAN;HLAF_HUMAN;PP1A_HUMAN;TGFR2_HUMAN;CAN1_HUMAN;CAN2_HUMAN"	"7/384"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa00480"	"Glutathione metabolism - Homo sapiens (human)"	"52/17829"	1.66270783847981	0.291659655617253	0.000346118856637983	0.0927598535789794	5.70084962543395	"GSTO2_HUMAN;HPGDS_HUMAN;GPX5_HUMAN;GSTM1_HUMAN;GSTM4_HUMAN;RIR2_HUMAN;SPSY_HUMAN;CHAC1_HUMAN"	"7/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa00982"	"Drug metabolism - cytochrome P450 - Homo sapiens (human)"	"50/17829"	1.18764845605701	0.280441976555051	0.00779510151569304	1	4.23491686460808	"GSTO2_HUMAN;ADH1A_HUMAN;HPGDS_HUMAN;GSTM1_HUMAN;GSTM4_HUMAN;AOXA_HUMAN"	"5/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa04912"	"GnRH signaling pathway - Homo sapiens (human)"	"96/17829"	1.66270783847981	0.538448594985698	0.0086714864677714	1	3.08796021377672	"PA24F_HUMAN;GNRHR_HUMAN;M3K4_HUMAN;MMP14_HUMAN;MK13_HUMAN;MP2K2_HUMAN;CAC1C_HUMAN;KCC2G_HUMAN"	"7/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa04024"	"cAMP signaling pathway - Homo sapiens (human)"	"220/17829"	2.61282660332542	1.23394469684222	0.0209110505623147	1	2.11745843230404	"MYL9_HUMAN;PACR_HUMAN;DRD1_HUMAN;5HT1D_HUMAN;HCAR2_HUMAN;PPLA_HUMAN;MP2K2_HUMAN;RAC2_HUMAN;SMS_HUMAN;VIP_HUMAN;CAC1C_HUMAN;KCC2G_HUMAN"	"11/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa03018"	"RNA degradation - Homo sapiens (human)"	"73/17829"	1.18764845605701	0.409445285770374	0.0312241048989879	1	2.90062798945759	"TOB2_HUMAN;PNDC1_HUMAN;DCP1B_HUMAN;LSM1_HUMAN;EXOS1_HUMAN;PABP4_HUMAN"	"5/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa04270"	"Vascular smooth muscle contraction - Homo sapiens (human)"	"132/17829"	1.66270783847981	0.740366818105334	0.037950052256814	1	2.24578924638307	"MYL9_HUMAN;PA24F_HUMAN;KCMA1_HUMAN;MYH11_HUMAN;MP2K2_HUMAN;ACTH_HUMAN;CAC1C_HUMAN;MYLK2_HUMAN"	"7/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa05207"	"Chemical carcinogenesis - receptor activation - Homo sapiens (human)"	"179/17829"	2.13776722090261	1.00398227606708	0.0403690620215956	1	2.12928780902082	"ACHA7_HUMAN;GSTO2_HUMAN;EGF_HUMAN;GSTM1_HUMAN;GSTM4_HUMAN;JAK2_HUMAN;MP2K2_HUMAN;BCL6_HUMAN;CAC1C_HUMAN;IKKE_HUMAN"	"9/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa04726"	"Serotonergic synapse - Homo sapiens (human)"	"108/17829"	1.42517814726841	0.60575466935891	0.0440666798702083	1	2.35273159144893	"PA24F_HUMAN;5HT3E_HUMAN;5HT1D_HUMAN;5HT3A_HUMAN;GBG13_HUMAN;PGH1_HUMAN;CAC1C_HUMAN"	"6/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa00980"	"Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"	"57/17829"	0.950118764845606	0.319703853272758	0.0483989244094443	1	2.97187148393549	"GSTO2_HUMAN;ADH1A_HUMAN;HPGDS_HUMAN;GSTM1_HUMAN;GSTM4_HUMAN"	"4/421"
"EHD3"	"anticorrelated"	"KEGG"	"path:hsa04742"	"Taste transduction - Homo sapiens (human)"	"83/17829"	1.18764845605701	0.465533681081384	0.0484663704405974	1	2.55115473771571	"5HT3E_HUMAN;5HT1D_HUMAN;5HT3A_HUMAN;TA2R7_HUMAN;GBG13_HUMAN;CAC1C_HUMAN"	"5/421"
"NPHS1"	"correlated"	"GO"	"0070062"	"extracellular exosome "	"1936/17829"	20.2508960573477	10.8587133322116	4.60025344726307e-11	1.94406710681337e-07	1.86494434817382	"NEP_HUMAN;SMC2_HUMAN;VATF_HUMAN;PALS1_HUMAN;PGS1_HUMAN;TMED9_HUMAN;SRSF7_HUMAN;S2611_HUMAN;TM7S3_HUMAN;TPA_HUMAN;SEM3G_HUMAN;ALDH2_HUMAN;IQGA2_HUMAN;CRUM2_HUMAN;E41L2_HUMAN;APOE_HUMAN;FAT1_HUMAN;ITM2B_HUMAN;KIF12_HUMAN;KPCI_HUMAN;CTND1_HUMAN;BGLR_HUMAN;DEFB1_HUMAN;KAD2_HUMAN;ITA3_HUMAN;ADA15_HUMAN;CD47_HUMAN;CHMP3_HUMAN;CTL2_HUMAN;COIA1_HUMAN;CATD_HUMAN;CBPD_HUMAN;CH3L1_HUMAN;DAG1_HUMAN;MGT5A_HUMAN;NPHN_HUMAN;BST2_HUMAN;LCAT_HUMAN;MYL6B_HUMAN;ITB8_HUMAN;ITB3_HUMAN;HTRA1_HUMAN;LAMA5_HUMAN;EZRI_HUMAN;NECT2_HUMAN;NPNT_HUMAN;BUP1_HUMAN;RIPR1_HUMAN;ML12B_HUMAN;RPGF3_HUMAN;NEBL_HUMAN;PODXL_HUMAN;ROA2_HUMAN;S10A6_HUMAN;SERC5_HUMAN;SODC_HUMAN;SIA10_HUMAN;SCRB2_HUMAN;RRAS_HUMAN;SEM5A_HUMAN;FABPL_HUMAN;TBA4A_HUMAN;PTPRO_HUMAN;TGBR3_HUMAN;TBB2A_HUMAN;MYH9_HUMAN;TPM3_HUMAN;UBB_HUMAN;TTC38_HUMAN;PODO_HUMAN;VP37B_HUMAN;PDIA1_HUMAN;RAI3_HUMAN;RGAP1_HUMAN;A2MG_HUMAN;CD9_HUMAN;DHSO_HUMAN;ASSY_HUMAN;1433B_HUMAN;ACTN4_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;IBP2_HUMAN;MXRA8_HUMAN;H2AY_HUMAN;DDX5_HUMAN;NHRF2_HUMAN;HLAC_HUMAN;LYAG_HUMAN;CTDSL_HUMAN;ITAV_HUMAN;BCAM_HUMAN;ECH1_HUMAN;A4_HUMAN;ADAM9_HUMAN;ARF4_HUMAN;ANPRC_HUMAN;AMPE_HUMAN;CLIC1_HUMAN;CLIC5_HUMAN;GDIR2_HUMAN;1433E_HUMAN;CAH2_HUMAN;DNJC3_HUMAN;AGRIN_HUMAN;2AAB_HUMAN;AIF1L_HUMAN;ARF6_HUMAN;CD79B_HUMAN;AT1B1_HUMAN;ARF1_HUMAN;CAN2_HUMAN;AQP1_HUMAN;EFNB1_HUMAN"	"114/558"
"NPHS1"	"correlated"	"GO"	"0005925"	"focal adhesion "	"392/17829"	7.16845878136201	2.1986650961916	1.93314409507229e-10	8.16946694577551e-07	3.26036866359447	"NEP_HUMAN;RHG07_HUMAN;TNS2_HUMAN;LIPA1_HUMAN;ILRL1_HUMAN;E41L2_HUMAN;FLRT3_HUMAN;FAT1_HUMAN;PAK1_HUMAN;NFASC_HUMAN;CXA1_HUMAN;EGLN_HUMAN;ITA3_HUMAN;DCAF6_HUMAN;DAG1_HUMAN;GAK_HUMAN;NPHN_HUMAN;ITB8_HUMAN;ITA2_HUMAN;ITB3_HUMAN;EZRI_HUMAN;NECT2_HUMAN;SCRB2_HUMAN;RRAS_HUMAN;DAB2_HUMAN;TSN4_HUMAN;MYH9_HUMAN;PDIA1_HUMAN;CD9_HUMAN;1433B_HUMAN;ACTN4_HUMAN;HSP7C_HUMAN;NHRF2_HUMAN;ITAV_HUMAN;ADAM9_HUMAN;1433E_HUMAN;CASL_HUMAN;AIF1L_HUMAN;ARF6_HUMAN;ARF1_HUMAN;CAN2_HUMAN"	"41/558"
"NPHS1"	"correlated"	"GO"	"0005178"	"integrin binding "	"142/17829"	3.40501792114695	0.796455213416344	3.1254369807458e-07	0.00132080966806318	4.275215810995	"HMGB1_HUMAN;ITA3_HUMAN;ADA15_HUMAN;FGF1_HUMAN;ITB8_HUMAN;ITA2_HUMAN;ITB3_HUMAN;LAMA5_HUMAN;NPNT_HUMAN;PLPP3_HUMAN;TSN4_HUMAN;MYH9_HUMAN;PDIA1_HUMAN;CD9_HUMAN;ACTN4_HUMAN;ITAV_HUMAN;A4_HUMAN;ADAM9_HUMAN;CO4A3_HUMAN;CCN2_HUMAN"	"20/558"
"NPHS1"	"correlated"	"GO"	"0016607"	"nuclear speck "	"391/17829"	5.55555555555556	2.1930562566605	3.54933659446479e-06	0.0149994964482082	2.53324808184143	"RUFY1_HUMAN;SRSF5_HUMAN;SRSF7_HUMAN;S1PBP_HUMAN;HIF1A_HUMAN;JADE1_HUMAN;DAZP2_HUMAN;ATF4_HUMAN;CBX4_HUMAN;GA45A_HUMAN;HABP4_HUMAN;MPIP3_HUMAN;NRIP1_HUMAN;SGK1_HUMAN;PABP2_HUMAN;SF3B2_HUMAN;PRP8_HUMAN;PARN_HUMAN;SCAPE_HUMAN;WT1_HUMAN;SRRM2_HUMAN;PRP17_HUMAN;PSPC1_HUMAN;ZBT16_HUMAN;THOC3_HUMAN;RBM19_HUMAN;CCNL2_HUMAN;HBP1_HUMAN;LC7L2_HUMAN;ATX2L_HUMAN;ATOH8_HUMAN;AFAD_HUMAN"	"32/558"
"NPHS1"	"correlated"	"GO"	"0007229"	"integrin-mediated signaling pathway "	"91/17829"	2.32974910394265	0.510404397330192	1.21922120070964e-05	0.0515242879419893	4.56451612903226	"ITA3_HUMAN;ADA15_HUMAN;CD47_HUMAN;ITB8_HUMAN;ITA2_HUMAN;ITB3_HUMAN;LAMA5_HUMAN;PLPP3_HUMAN;MYH9_HUMAN;RCC2_HUMAN;ITAV_HUMAN;ADAM9_HUMAN;CASL_HUMAN;CCN2_HUMAN"	"14/558"
"NPHS1"	"correlated"	"GO"	"0016477"	"cell migration "	"237/17829"	3.76344086021505	1.32929496887094	3.00643328591715e-05	0.127051870662859	2.83115557370355	"PLXB1_HUMAN;FAT1_HUMAN;PAK1_HUMAN;KPCI_HUMAN;NET4_HUMAN;EGLN_HUMAN;CD47_HUMAN;ITB8_HUMAN;ITB3_HUMAN;LAMA5_HUMAN;NTNG1_HUMAN;NTNG2_HUMAN;PODXL_HUMAN;TYRO3_HUMAN;TGBR3_HUMAN;FGFR4_HUMAN;ITAV_HUMAN;ADAM9_HUMAN;ARF4_HUMAN;AMPE_HUMAN;CASL_HUMAN;CCN2_HUMAN"	"22/558"
"NPHS1"	"correlated"	"GO"	"0045766"	"positive regulation of angiogenesis "	"133/17829"	2.68817204301075	0.745975657636435	3.43406459860035e-05	0.145123569936851	3.60356536502547	"SASH1_HUMAN;STAT3_HUMAN;HIF1A_HUMAN;CCBE1_HUMAN;EGLN_HUMAN;FGF1_HUMAN;CH3L1_HUMAN;ITB8_HUMAN;RPGF3_HUMAN;RRAS_HUMAN;SEM5A_HUMAN;VEGFA_HUMAN;XBP1_HUMAN;TGFR2_HUMAN;HIPK2_HUMAN;AQP1_HUMAN"	"16/558"
"NPHS1"	"correlated"	"GO"	"0005539"	"glycosaminoglycan binding "	"26/17829"	1.25448028673835	0.145829827808626	4.20483481055047e-05	0.177696319093863	8.60235732009926	"PGS1_HUMAN;TICN2_HUMAN;EGLN_HUMAN;SULF1_HUMAN;TGBR3_HUMAN;SULF2_HUMAN;TGFR2_HUMAN;NDNF_HUMAN"	"8/558"
"NPHS1"	"correlated"	"GO"	"0071320"	"cellular response to cAMP "	"53/17829"	1.61290322580645	0.297268495148354	8.22741808302447e-05	0.347690688188614	5.42574558734023	"CRHBP_HUMAN;KCNE1_HUMAN;EZRI_HUMAN;RPGF3_HUMAN;S5A1_HUMAN;WT1_HUMAN;ASSY_HUMAN;IBP5_HUMAN;A4_HUMAN;AQP1_HUMAN"	"10/558"
"NPHS1"	"correlated"	"GO"	"0005737"	"cytoplasm "	"4424/17829"	31.5412186379928	24.8135060855909	0.000112672925102704	0.476155781484026	1.27113107390772	"PELO_HUMAN;PHAR4_HUMAN;PHYIP_HUMAN;NEP_HUMAN;RHG07_HUMAN;SMC2_HUMAN;PALS1_HUMAN;TAFA2_HUMAN;RHG29_HUMAN;SASH1_HUMAN;S14L1_HUMAN;TRI48_HUMAN;TMCO1_HUMAN;TRIB2_HUMAN;TICN1_HUMAN;RUFY1_HUMAN;SRSF7_HUMAN;TPA_HUMAN;STAT3_HUMAN;SRG2B_HUMAN;HIF1A_HUMAN;LIPA1_HUMAN;LRRC2_HUMAN;LSHB_HUMAN;DACH1_HUMAN;ABRX2_HUMAN;JADE1_HUMAN;KLH25_HUMAN;IQGA2_HUMAN;CRUM2_HUMAN;FPPS_HUMAN;DAZP2_HUMAN;DCTN1_HUMAN;APOE_HUMAN;PAK1_HUMAN;MACF1_HUMAN;HINT2_HUMAN;KIF12_HUMAN;MOG1_HUMAN;IRF9_HUMAN;FUS_HUMAN;NECA1_HUMAN;ATF4_HUMAN;CTND1_HUMAN;CXA1_HUMAN;CITE2_HUMAN;CPEB3_HUMAN;DC2I2_HUMAN;EMX1_HUMAN;ETKMT_HUMAN;KAD2_HUMAN;KLF4_HUMAN;CRCM_HUMAN;DGCR8_HUMAN;CP2A6_HUMAN;CFLAR_HUMAN;FXDC2_HUMAN;GA45A_HUMAN;FUBP2_HUMAN;FXR1_HUMAN;FGF1_HUMAN;EVPLL_HUMAN;HABP4_HUMAN;DCAF8_HUMAN;CASPC_HUMAN;CCD68_HUMAN;CH3L1_HUMAN;CDN1C_HUMAN;DCAF6_HUMAN;DAG1_HUMAN;GAK_HUMAN;OAZ1_HUMAN;DYLT3_HUMAN;MPIP3_HUMAN;MT21A_HUMAN;KLK6_HUMAN;EZRI_HUMAN;NLK_HUMAN;NEST_HUMAN;PITM3_HUMAN;NR1H2_HUMAN;RBM3_HUMAN;RIPR1_HUMAN;NCBP2_HUMAN;NOSTN_HUMAN;PADI1_HUMAN;MT1E_HUMAN;NRK1_HUMAN;SGK1_HUMAN;PABP2_HUMAN;SPIT2_HUMAN;PODXL_HUMAN;ROA2_HUMAN;S10A6_HUMAN;ST1A4_HUMAN;SODC_HUMAN;SSH2_HUMAN;SCRB2_HUMAN;MED22_HUMAN;PARN_HUMAN;TXNIP_HUMAN;RHG28_HUMAN;SNTG2_HUMAN;SPRC_HUMAN;DAB2_HUMAN;DRAM2_HUMAN;NRIP2_HUMAN;TSTD1_HUMAN;WT1_HUMAN;TBA4A_HUMAN;TSPY1_HUMAN;VEGFA_HUMAN;PTH1R_HUMAN;ISOC1_HUMAN;PKP4_HUMAN;TGBR3_HUMAN;PSPC1_HUMAN;TYB4_HUMAN;XBP1_HUMAN;TPPP3_HUMAN;TEDC1_HUMAN;WWOX_HUMAN;TBB2A_HUMAN;SYUA_HUMAN;MYH9_HUMAN;TYB10_HUMAN;UBB_HUMAN;ZUP1_HUMAN;TBG2_HUMAN;VP37B_HUMAN;NSMF_HUMAN;RBM19_HUMAN;BL1S6_HUMAN;DEND_HUMAN;ASPP2_HUMAN;ASSY_HUMAN;ARRD4_HUMAN;ABHEA_HUMAN;1433B_HUMAN;ACTN4_HUMAN;AL1A2_HUMAN;APOL6_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;IKBA_HUMAN;NBPF3_HUMAN;NEMO_HUMAN;DUS1_HUMAN;OSBP1_HUMAN;HIPK2_HUMAN;DOC2B_HUMAN;BEX4_HUMAN;A4_HUMAN;AIF1_HUMAN;CASP2_HUMAN;AMPE_HUMAN;CLU_HUMAN;CLIC1_HUMAN;GEPH_HUMAN;GDIR2_HUMAN;ATOH8_HUMAN;1433E_HUMAN;CAH2_HUMAN;DNJC3_HUMAN;CASL_HUMAN;DC8L2_HUMAN;FAIM1_HUMAN;2AAB_HUMAN;BORG2_HUMAN;AIF1L_HUMAN;CAN2_HUMAN;AQP1_HUMAN;EDC4_HUMAN;FIZ1_HUMAN;BCAS3_HUMAN;APBP2_HUMAN;EFNB1_HUMAN"	"177/558"
"NPHS1"	"correlated"	"GO"	"0009888"	"tissue development "	"33/17829"	1.25448028673835	0.185091704526334	0.000153369518706265	0.648139586052677	6.77761485826002	"NET4_HUMAN;LAMA5_HUMAN;NTNG1_HUMAN;POSTN_HUMAN;NTNG2_HUMAN;WT1_HUMAN;LYAG_HUMAN;AGRIN_HUMAN"	"8/558"
"NPHS1"	"correlated"	"GO"	"0042127"	"regulation of cell population proliferation "	"140/17829"	2.5089605734767	0.785237534354142	0.000199998078531595	0.84519187987452	3.19516129032258	"STAT3_HUMAN;JAG2_HUMAN;EGLN_HUMAN;BIRC6_HUMAN;LAMA5_HUMAN;MAFG_HUMAN;TAL1_HUMAN;SGK1_HUMAN;SGK2_HUMAN;TXNIP_HUMAN;TGFR2_HUMAN;AP2B_HUMAN;IL4RA_HUMAN;IKBA_HUMAN;BEX4_HUMAN"	"15/558"
"NPHS1"	"correlated"	"GO"	"0032835"	"glomerulus development "	"7/17829"	0.716845878136201	0.0392618767177071	0.0002126904140141	0.898829689623587	18.258064516129	"PLCE1_HUMAN;WT1_HUMAN;PTPRO_HUMAN;TCF21_HUMAN;AMPE_HUMAN"	"5/558"
"NPHS1"	"correlated"	"GO"	"0001525"	"angiogenesis "	"218/17829"	3.2258064516129	1.22272701778002	0.00024656247572259	1	2.63820656999112	"SHB_HUMAN;HIF1A_HUMAN;ADA15_HUMAN;COIA1_HUMAN;FGF1_HUMAN;APEL_HUMAN;RPGF3_HUMAN;TAL1_HUMAN;VEGFA_HUMAN;XBP1_HUMAN;MYH9_HUMAN;PTPRB_HUMAN;THS7A_HUMAN;ANXA2_HUMAN;NDNF_HUMAN;ITAV_HUMAN;AMPE_HUMAN;BCAS3_HUMAN;CCN2_HUMAN"	"19/558"
"NPHS1"	"correlated"	"GO"	"0030336"	"negative regulation of cell migration "	"111/17829"	2.1505376344086	0.622581187952213	0.000293619919516648	1	3.45422842197036	"RHG07_HUMAN;SRG2B_HUMAN;DACH1_HUMAN;CITE2_HUMAN;EGLN_HUMAN;ADA15_HUMAN;DAG1_HUMAN;BST2_HUMAN;RRAS_HUMAN;SULF1_HUMAN;RECK_HUMAN;IBP5_HUMAN;AFAD_HUMAN"	"13/558"
"NPHS1"	"correlated"	"GO"	"0048471"	"perinuclear region of cytoplasm "	"655/17829"	6.81003584229391	3.67378989287116	0.000330188323362398	1	1.85368135927112	"V2R_HUMAN;RAB4B_HUMAN;RASD1_HUMAN;LOX5_HUMAN;FAT1_HUMAN;MEX3D_HUMAN;MOG1_HUMAN;FBXW8_HUMAN;ITA3_HUMAN;INF2_HUMAN;FXR1_HUMAN;CH3L1_HUMAN;GAK_HUMAN;MPIP3_HUMAN;ITA2_HUMAN;FYN_HUMAN;EZRI_HUMAN;SEHL2_HUMAN;S10A6_HUMAN;S5A1_HUMAN;SERC5_HUMAN;SORT_HUMAN;DAB2_HUMAN;TSTD1_HUMAN;PKP4_HUMAN;SYUA_HUMAN;VTI1A_HUMAN;ASPP2_HUMAN;1433B_HUMAN;ACTN4_HUMAN;AL1A2_HUMAN;HSP7C_HUMAN;OSBP1_HUMAN;MTMRD_HUMAN;A4_HUMAN;AIF1_HUMAN;CLIC1_HUMAN;ARF1_HUMAN;CCN2_HUMAN"	"39/558"
"NPHS1"	"correlated"	"GO"	"0032836"	"glomerular basement membrane development "	"9/17829"	0.716845878136201	0.0504795557799091	0.000439556886427423	1	14.2007168458781	"NPHN_HUMAN;WT1_HUMAN;SULF1_HUMAN;SULF2_HUMAN;CO4A3_HUMAN"	"5/558"
"NPHS1"	"correlated"	"GO"	"0010595"	"positive regulation of endothelial cell migration "	"55/17829"	1.4336917562724	0.308486174210556	0.000519831962983278	1	4.6475073313783	"SASH1_HUMAN;CCBE1_HUMAN;FGF1_HUMAN;ITB3_HUMAN;RRAS_HUMAN;SPRC_HUMAN;VEGFA_HUMAN;ATOH8_HUMAN;BCAS3_HUMAN"	"9/558"
"NPHS1"	"correlated"	"GO"	"0019904"	"protein domain specific binding "	"213/17829"	3.04659498207885	1.19468282012452	0.00052122213714421	1	2.55012872936544	"PALS1_HUMAN;SRSF7_HUMAN;HIF1A_HUMAN;NFASC_HUMAN;CITE2_HUMAN;BGLR_HUMAN;ITA3_HUMAN;EZRI_HUMAN;RPGF3_HUMAN;MYH9_HUMAN;ZBT16_HUMAN;RCC2_HUMAN;1433B_HUMAN;NEMO_HUMAN;OSBP1_HUMAN;CASP2_HUMAN;1433E_HUMAN;ARF1_HUMAN"	"18/558"
"NPHS1"	"correlated"	"GO"	"0005768"	"endosome "	"282/17829"	3.584229390681	1.58169274777049	0.000821674844671783	1	2.26607183710821	"V2R_HUMAN;RAB4B_HUMAN;RUFY1_HUMAN;HMGB1_HUMAN;EXPH5_HUMAN;KPCI_HUMAN;BIRC6_HUMAN;FYN_HUMAN;EZRI_HUMAN;OCAD1_HUMAN;SNX25_HUMAN;TPC1_HUMAN;VTI1A_HUMAN;VP37B_HUMAN;RAB12_HUMAN;BL1S6_HUMAN;ARRD4_HUMAN;ANXA2_HUMAN;FGFR4_HUMAN;A4_HUMAN;ARF6_HUMAN"	"21/558"
"NPHS1"	"correlated"	"GO"	"0045121"	"membrane raft "	"225/17829"	3.04659498207885	1.26198889449773	0.000922072536776261	1	2.41412186379928	"NEP_HUMAN;RHG07_HUMAN;CXA1_HUMAN;CFLAR_HUMAN;CATD_HUMAN;BST2_HUMAN;KCNE1_HUMAN;FYN_HUMAN;PODXL_HUMAN;PLPP3_HUMAN;SULF1_HUMAN;TLR6_HUMAN;TGFR2_HUMAN;PODO_HUMAN;A4_HUMAN;2AAB_HUMAN;CAN2_HUMAN;EFNB1_HUMAN"	"18/558"
"NPHS1"	"correlated"	"GO"	"0001822"	"kidney development "	"111/17829"	1.97132616487455	0.622581187952213	0.00100743697283381	1	3.16637605347283	"NEP_HUMAN;TNS2_HUMAN;CDN1C_HUMAN;WT1_HUMAN;VEGFA_HUMAN;SULF1_HUMAN;SULF2_HUMAN;TCF21_HUMAN;BL1S6_HUMAN;ASSY_HUMAN;AL1A2_HUMAN;AP2B_HUMAN"	"12/558"
